proj_no,project_title,approval_number,Type,status
46506-001,IMPLEMENTING THE PACIFIC REGIONAL AUDIT INITIATIVE IN PACIFIC PH2,8517,TA,ACTIVE
46380-005,SSTNBLE INFRA ASST PRGRM-GREEN CITIES-A SSTNBLE URB FTRE-INO(SP4),8518,TA,ACTIVE
47192-001,ASIA PACIFIC PUBLIC ELECTRONIC PROCUREMENT NETWORK,8520,TA,ACTIVE
47150-001,ENHANCING TAX ADMINISTRATION CAPACITY,8525,TA,ACTIVE
47237-001,URBAN DEVELOPMENT PLANNING AND INSTITUTIONAL CAPACITY BUILDING,8526,TA,ACTIVE
46380-004,"SIAP-STRNGTHNG  COMM PRTCPTN IN PROJ DESGN,IMP,&MON IN RRDP SBP 5",8530,TA,ACTIVE
47328-001,"ASIA REGIONAL INTEGRATION CENTER, PHASE V",8533,TA,ACTIVE
47336-001,SSTA-SPPRT FR POST TYPHOON YOLANDA DISASTER NEEDS ASSMT & RESPNSE,8536,TA,ACTIVE
47303-001,SSTA-MEKONG BUSINESS INITATIVE (MBI) PREPARATION,8539,TA,FIN COMPL
47075-001,STRENGTHENING CAPACITY FOR WETLAND PROTECTION FOR SANJIANG PLAIN,8541,TA,ACTIVE
43166-214,ADVANCED PRJT PREPAREDNESS FOR POVERTY REDUCTION-PP& IMP SUPPORT,8543,TA,ACTIVE
46535-002,STRGTHNING PRVATE SCTOR PRTCPTION IN TECH VOCATIONAL EDU AND TRAINING,8546,TA,ACTIVE
46071-001,IMPLMNTNG THE GMS HUMAN RSRCE DEV'T STRTGC FRMWRK & ACTN PLN(PH2),8549,TA,ACTIVE
46240-001,Inclusive Business Support,8550,TA,ACTIVE
47074-001,ESTABLISHING A REGIONAL KNOWLEDGE HUB ON GREEN GROWTH & ECO-COMPN,8554,TA,ACTIVE
47285-001,SUPPORTING THE CITIES DEVT INITIATIVE FOR ASIA,8556,TA,ACTIVE
47099-001,INVESTMENT CLIMATE REFORMS,8557,TA,ACTIVE
47179-003,TUUL RIVER IMPROVEMENT PROJECT,8560,TA,ACTIVE
47053-001,STRTGC ANLYSS & RCMMENDTNS FOR ACHIEVING THE 2020 LOW-CARBON GOAL,8563,TA,ACTIVE
44141-012,PRMTING ECOSYSTEMS SRVCS AND FOREST CRBON FINNCING IN ASIA & PCFC,8564,TA,ACTIVE
46248-001,MAINSTREAMING INTEGRATED SOLID WASTE MANAGEMENT IN ASIA,8566,TA,ACTIVE
46465-001,South Asia Urban Knowledge Hub,8568,TA,ACTIVE
47228-001,SUPPORT TO COMMUNITY-BASED DISASTER RISK MNGNT IN SOUTHEAST ASIA,8570,TA,ACTIVE
47264-001,STRENGTHENING PUBLIC SECTOR MANAGEMENT IN THE NORTH PACIFIC,8581,TA,ACTIVE
47152-001,IRRIGATION COMMAND AREA DEVELOPMENT,8583,TA,ACTIVE
47082-001,COORDNTD BRDR MGT FR RSLTS IN CENTRAL ASIA REGIONAL ECON COOPERTN,8584,TA,ACTIVE
47081-001,ALIGNING CUSTOMS TRADE FACILITATION MEASURES W/ BST PRAC IN CAREC,8585,TA,ACTIVE
46026-001,FCLITATION OF REG'L TRANSIT TRADE IN CENTRAL ASIA REG'L ECON COOP,8586,TA,ACTIVE
47156-001,SUPPORTING THE OPERATIONALIZATION OF COMMUNITY-DRIVEN DEVT IN DMC,8589,TA,ACTIVE
47142-001,ENHANCING CAPACITIES FR THE KALAHI CIDSS NTL CMTY DRIVEN DEVT PROJECT,8590,TA,ACTIVE
47180-001,IMPROVING PAYMENT FOR FOREST ECOSYSTEM SERVICE IMPLEMENTATION,8592,TA,ACTIVE
46262-001,WOMEN-LED SANITATION:DRIVING CHANGE THROUGH ADB-CSO PARTNERSHIP,8601,TA,ACTIVE
47939-012,CAPACITY BUILDING FOR RURAL FINANCIAL INCLUSION,8605,TA,ACTIVE
47313-001,THE ASIA LDERSHP PRGRM:BLDG CMUNTIES OF LDERS FOR SSTNBLE DEVT,8612,TA,ACTIVE
47107-001,SOUTH ASIA SUBRGNAL ECNMIC COOPRATN CROSS BORDER PWER TRADE DEVT,8619,TA,ACTIVE
47363-001,ECONOMIC ANALYSIS FOR GENDER AND DEVELOPMENT,8620,TA,ACTIVE
46536-001,MICROFINANCE SECTOR DEVELOPMENT,8621,TA,ACTIVE
46463-002,ADAPTING TO CLIMATE CHANGE THROUGH INTEGRATED WATER RESOURCES MGT,8623,TA,ACTIVE
47267-001,SUPPORT FOR PUBLIC-PRIVATE PARTNERSHIP FRAMEWORK DEVELOPMENT,8624,TA,ACTIVE
46461-001,CAPACITY BUILDING OF THE NATIONAL SKILL DEVELOPMENT AGENCY,8626,TA,ACTIVE
47290-001,"STRNGTNG CPCTY OF PBLIC FIN INST FOR LOW CRBN,RES INFRA&TECH INV",8629,TA,FIN COMPL
47275-001,PROMOTING CLEAN ENERGY DEVELOPMENT IN BHUTAN,8630,TA,ACTIVE
47315-001,STRENGTHENING THE ANTI-MONEY LAUNDERING REGIME IN TAJIKISTAN,8632,TA,ACTIVE
47227-001,SKILLS DEVELOPMENT FOR INCLUSIVE GROWTH,8634,TA,ACTIVE
47262-001,SUPRT ASEAN3 BOND MRKT FRUM REG STND BOND ISNCE FRMWRK&TRANS FLOW,8635,TA,ACTIVE
48197-001,MNSTRMING RSULTS-BASED PBLC SECTOR MNGMNT-SPRTING INITIATIVES,8636,TA,FIN COMPL
47070-001,HUNAN DONGJIANG LAKE ENVRNMNTL PRTCTN AND INTGRATED UTILZTN PRJCT,8638,TA,FIN COMPL
47149-001,ENHNCNG TRNSPARENCY AND EXCHANGE OF INFORMATION FOR TAX PURPOSES,8640,TA,ACTIVE
43166-215,ADVANCED PROJECT PREPAREDNESS FOR POVERTY REDUCTION(SUBPROJ 31),8642,TA,FIN COMPL
48251-001,SUSTAINABLE ENERGY TRAINING PROGRAM 2014,8644,TA,FIN COMPL
47181-001,Water Resources Management in Pyanj River Basin,8647,TA,ACTIVE
47277-001,Determining the Potential for Carbon Capture and Storage,8648,TA,ACTIVE
46343-002,ENERGY EFFICIENCY AND URBAN ENVIRONMENT IMPROVEMENT PROJECT,8649,TA,ACTIVE
47230-001,STRNGTHNNG EVLTN & FISCAL COST MGT OF PUBLIC-PRIVATE PARTNERSHIPS,8650,TA,ACTIVE
47268-001,STRENGTHENING INSTITUTIONS FOR A BETTER INVESTMENT CLIMATE,8651,TA,ACTIVE
46460-001,CLIMATE RESILIENT COASTAL PROTECTION AND MANAGEMENT PROJECT,8652,TA,ACTIVE
48142-001,SUPRTING USE OF CRBN FNNCNG FRM NEW CRBN MRKT MCHANSM TO PRMTE GG,8654,TA,ACTIVE
48204-001,FCLTTING TRDE FOR FRGILE & LNDLCKED STATES IN THE POST-BALI INST,8655,TA,ACTIVE
47197-001,MLRIA & DNGUE RSK MPPING & RSPNSE PLNNING IN GREATR MKONG SUBRGN,8656,TA,ACTIVE
47128-001,OFF-GRID RENEWABLE ENERGY DEMONSTRATION PROJECT,8657,TA,ACTIVE
45396-009,POWER TRADING IN BANGLADESH & NEPAL (SUBPROJECT 1),8658,TA,ACTIVE
48262-001,TRGETED PACIFIC FIN'L SECTOR STRNGTHNNG:SPPRTNG NAT'L RISK ASSMNT,8659,TA,ACTIVE
47084-001,CMUNTY FOCUSD INVSTMNT TO ADRES DEFORESTATION AND FOREST DGRADATN,8660,TA,ACTIVE
48902-012,IMPROVING CLEAN BUS OPERATIONS AND MANAGEMENT,8662,TA,ACTIVE
48107-001,IMPRVNG CPCITY & INTGRTY OF PRCUREMNT PRCESSES IN CNTRL&WEST ASIA,8665,TA,ACTIVE
46380-002,CAP DEV'T FOR THE METROPOLITAN SANITATN MNG'T INVS'T PROJ(SBPRJ6),8666,TA,ACTIVE
46230-001,STRENGTHENING COORDINATION FOR MANAGEMENT OF DISASTERS,8669,TA,ACTIVE
46522-001,Solid Waste Management Project  for Intermediary Cities,8670,TA,ACTIVE
47274-001,SECONDARY CITIES DEVELOPMENT PROGRAM (GREEN CITIES),8671,TA,ACTIVE
46502-001,TRADE AND TRANSPORT FACILITATION IN THE PACIFIC,8674,TA,ACTIVE
48315-001,AWRENESS RAISING TO ADOPT ACTION FOR MLARIA ELMNTION IN ASIA PCFC,8681,TA,FIN COMPL
47214-001,INFRMTION & COMUNCTION TECH FOR SCIAL PRTCTION IN ASIA & PCFC REG,8686,TA,ACTIVE
41544-087,STRNGTHNING THE ENABLING ENVIRNMENT FOR PUBLIC PRIVATE PARTNRSHP,8688,TA,ACTIVE
47208-001,FOOD SCURTY & RSLIENC OF ASEAN MMBER STATES TO FOOD PRICE VLTILTY,8693,TA,ACTIVE
47261-001,TEACH FOR THE PHILIPPINES,8695,TA,ACTIVE
47140-001,SECOND SECONDARY EDUCATION SECTOR DEVELOPMENT PROGRAM,8698,TA,ACTIVE
48332-001,SSTA-ENHANCING CAPACITY TO MOBILIZE PRIVATE GRANT COFINANCING,8703,TA,ACTIVE
46191-001,STRNGTHNG TRADE FCLTTN IN THE GMS THRU PRTNRSHPS W/ PRIVATE SECTR,8707,TA,ACTIVE
46192-001,STRNGTHNG INSTITUTIONAL KNWLDGE & CAP OF CUSTOMS ADM-TRADE FCLTN,8709,TA,ACTIVE
46175-001,INSTITUTIONAL STRENGTHENING FOR SKILLS DEVELOPMENT,8712,TA,ACTIVE
48282-001,PROMOTING CARBON CAPTURE AND STORAGE IN PRC AND INDONESIA,8714,TA,ACTIVE
48058-001,COUNTRY WATER ASSESSMENT,8715,TA,ACTIVE
48140-001,STRENGTHENING TREASURY OPERATIONS AND CAPITAL MARKET REFORM,8718,TA,ACTIVE
47157-001,IMPLEMENTATIION OF CIVIL SERVICE REFORM IN VIETNAM,8726,TA,ACTIVE
48147-001,CAREC Power Sector Financing R oadmap Study,8727,TA,ACTIVE
47373-001,PACIFIC BUSINESS INVESTMENT FACILITY,8729,TA,ACTIVE
46168-001,CAPACITY DEV'T OF BANGLADESH RAILWAY FOR PROJECT IMPLEMENTATION,8731,TA,ACTIVE
46256-001,ENHNCNG CPCTY OF SANITARY & PHYTOSNTRY ARRNGMTS TO FCLTE TRDE-GMS,8732,TA,ACTIVE
47019-001,SAARC Food Security through Co ntrol of Transboundary Animal Diseases,8736,TA,ACTIVE
47200-001,TRANSPARENCY AND EFFICIENCY IN PUBLIC FINANCIAL MANAGEMENT,8742,TA,ACTIVE
47380-001,CNTRL ASIA REGL ECON COOPRTN:WRKNG-PRVTE SEC IN TRDE FCLTN (PH 2),8746,TA,ACTIVE
44174-032,SPPRT-IMP ACTN PLN FR TRNSPRT & TRDE FCLTN IN THE GMS(SUBPRJCT 2),8748,TA,ACTIVE
42267-026,RAJASTHAN URBAN SECTOR DEVELOPMENT PROGRAM,8749,TA,ACTIVE
47364-001,URBAN SERVICES IMPROVEMENT SECTOR PROJECT,8750,TA,ACTIVE
48346-001,SOLAR POWER DEVELOPMENT PROJECT,8756,TA,ACTIVE
48363-001,PREPARATION OF AN INVESTMENT PLAN FOR SCALING UP RENEWABLE ENERGY,8757,TA,ACTIVE
48175-001,THIRD GREATER MEKONG SUBREGION CORRIDOR TOWNS DEVELOPMENT PROJECT,8758,TA,ACTIVE
47334-002,CAPACITY BUILDING OF KERALA ADDITIONAL SKILL ACQUISITION PROGRAM,8760,TA,ACTIVE
48001-001,Results for Malaria Eliminatio n and Control of Communicable Disease T,8763,TA,ACTIVE
47164-001,CAPACITY DEVELOPMENT FOR PUBLIC-PRIVATE PARTNERSHIPS,8773,TA,ACTIVE
47312-001,EDUCATION AND SKILLS FOR EMPLOYMENT IN CENTRAL AND WEST ASIA,8774,TA,ACTIVE
48270-001,MEKONG BUSINESS INITIATIVE,8785,TA,ACTIVE
48335-001,KNOWLEDGE SHARING AND SERVICES IN TRANSPORT & TRANSPORT FACILITATION,8789,TA,ACTIVE
48206-001,Promoting Gender Equality and Women's Empowerment  Phase 2,8797,TA,ACTIVE
48098-001,BALOCHISTAN WATER RESOURCES DEVELOPMENT PROJECT,8800,TA,ACTIVE
48062-002,STRATEGIC PLANNING FOR PEATLANDS,8802,TA,ACTIVE
42173-014,STRENGTHENING MONITORING & ENFORCEMENT OF MEGHNA RIVER WATER SUPP,8803,TA,ACTIVE
47266-001,Renewable Energy Development,8808,TA,ACTIVE
48264-001,ENHANCED USE OF DISASTER RISK INFO FOR DECISION MAKING IN SEA,8812,TA,ACTIVE
48240-001,INFORMATION & COMMUNICATION TECH FOR DEVT INITIATIVE FAC IN A&P,8813,TA,ACTIVE
48345-001,SECTOR AND THEMATIC ANALYSES IN POLICY DEVELOPMENT,8819,TA,ACTIVE
47291-001,ENHANCNG ROLES OF SUPREME AUDIT INSTITUTNS IN SLCTD ASEAN CNTRIES,8824,TA,ACTIVE
48323-001,SUSTAINABLE AND INCLUSIVE ENERGY PROGRAM,8826,TA,ACTIVE
47129-001,HRMNZNG THE GMS SUBREGN POWER SYS TO FACILITATE REG'L POWER TRADE,8830,TA,ACTIVE
48290-001,BUILDING CAPACITY FOR ENHANCED CONNECTIVITY IN SOUTHEAST ASIA,8836,TA,ACTIVE
37697-025,DARKHAN URBAN UTILITY INSTITUTIONAL IMPROVEMENT ACTION PLAN,8841,TA,ACTIVE
48161-001,"STRENGTHENING ACCESS TO FINANCE FOR MICRO,SMALL,&MEDIUM-SIZED ENT",8848,TA,ACTIVE
48076-001,ENSURNG INCLSVENESS & SERVICE DELIVERY FOR PERSON W/ DISABILITIES,8850,TA,ACTIVE
48436-001,STRENGTHENING DISASTER RESILIENCE OF SMALL & MEDIUM ENTERPRISES,8867,TA,ACTIVE
48426-001,STRENGTHENING DISASTER RESILIENCE IN SELECTED URBAN AREAS OF SEA,8868,TA,FIN COMPL
48116-001,SUSTAINABLE & CLIMATE RESILIENT LAND MNG'T IN THE WESTERN REGIONS,8872,TA,ACTIVE
48061-002,SUSTAINBLE FOREST MG'T TO IMPROVE LIVELIHOOD OF LOCAL COMMUNITIES,8874,TA,ACTIVE
48205-001,PRJECT FOR SOLID WASTE MNAGEMENT SOLUTIONS FOR REMOTE & SMALL COM,8875,TA,ACTIVE
48294-001,TAX REVENUE ADMNSTRTN MDRNZTN & POLICY IMPROVEMENT IN LOCAL GOV'T,8877,TA,ACTIVE
48250-001,CAPACITY BLDG FOR DEV QUAL FRMWORK UNDER MRA TO SUPPORT ASEAN ECO,8881,TA,ACTIVE
48333-001,APPLYING SPACE-BASED TECH & ICT TO STRENGHTEN DISASTER RESILIENCE,8884,TA,ACTIVE
48409-001,CLIMATE FRIENDLY AGRIBUSINESS VALUE CHAINS SECTOR PROJECT,8897,TA,ACTIVE
47143-001,STRNGTHNG RESILIENCE TO CLIMTE CHNGE IN THE HEALTH SECTOR IN GMS,8898,TA,ACTIVE
47354-003,Strengthening Capacity of the National Urban Health Mission,8899,TA,ACTIVE
48279-001,CAPACITY BUILDING FOR PROJECT MANAGEMENT UNIT PROFESSIONALIZATION,8902,TA,ACTIVE
48143-001,ENHNCG ASSOC OF SOUTH EAST ASIAN NATIONS CAPITAL MRKT INTEGRATION,8905,TA,ACTIVE
48350-001,INFRASTRUCTURE PUBLIC PRIVATE PARTNERSHIP PIPELINE DEVELOPMENT,8908,TA,ACTIVE
48317-002,DEVELOPING INTEGRATED URBAN DEVELOPMENT PLANS IN SELECTED DMC SP1,8913,TA,ACTIVE
48443-003,HUNAN XIANGJIANG RVR WTRSHD EXSTNG SOLID WSTE CMPRHNSV TRTMT PROJ,8919,TA,ACTIVE
N/A-N/A,RENEWABLE ENERGY FOR THE NATIONWIDE TELECOMMUNICATIONS PROJECT,8921,TA,ACTIVE
49029-001,XINJIANG CHANGJI INTGRTD URBAN RURAL INFRASTRUCTURE DMNSTRTN PROJ,8922,TA,ACTIVE
49900-001,CAPACITY DEVT FOR EXPANSION OF TRADE FINANCE PROG TO PACIFIC AND,8925,TA,ACTIVE
48432-001,ENABLING POOR WOMEN'S BENEFITS FROM ENHANCED ACCESS TO ENERGY IN,8927,TA,ACTIVE
49020-001,EDUCATION SECTOR DEVELOPMENT,8931,TA,ACTIVE
48222-001,CAPACITY BUILDING OF THE INDIAN RENEWABLE ENERGY DEVELOPMENT AGEN,8937,TA,ACTIVE
48467-001,CONCESSIONS FOR ULAANBAATAR'S MUNICIPAL SERVICES,8939,TA,ACTIVE
49166-001,MUNICIPALITY-LEVEL PUB-PRVTE PRTNRSHP OPERATIONL FRMWRK-CHONGQING,8940,TA,ACTIVE
48126-001,STRENGTHENING CAPACITY DEVELOPMENT FR NATIONAL SKILLS DEVELOPMENT,8942,TA,ACTIVE
48435-002,RENEWABLE ENERGY MINI-GRIDS & DISTRIBUTED POWER GENERATION(SUB-A),8944,TA,ACTIVE
48435-003,ENERGY ACCESS FOR URBAN POOR (SUBPROJECT B),8946,TA,ACTIVE
49110-002,SUPPORTING THE PREPARATION & IMPLEMENTATION OF THE CIMP OF VIZAG-,8949,TA,ACTIVE
48435-004,SUSTAINABLE ENERGY FOR ALL REGIONAL HUB FOR ASIA AND THE PACIFIC,8953,TA,ACTIVE
48435-005,PROJECT DEVELOPMENT AND INVESTMENT FACILITATION (SUB PROJECT D),8954,TA,ACTIVE
48258-001,BUILDING RESILIENCE TO FRAGILITY IN ADB-SUPPORTED PROJECTS,8955,TA,ACTIVE
46290-001,CAPACITY BUILDING OF MANAGEMENT IN EDUCATION AND SKILLS PROGRAMS,8956,TA,ACTIVE
48446-001,MALARIA & COMMUNICABLE DISEASES CONTROL IN GREATER MEKONG SUBREG,8959,TA,ACTIVE
39229-033,SUPPORTING AGRICULTURE VALUE CHAIN,8960,TA,ACTIVE
48440-002,PREPARING THE KABUL MANAGED AQUIFER RECHARGED PROJECT,8969,TA,ACTIVE
49173-001,Improving Access to Health Ser vices for Disadvantaged Groups,8970,TA,ACTIVE
48430-001,Supporting the Asian EXIM Bank s Forum,8973,TA,ACTIVE
49214-001,Preparing the Solar Park Devel opment and Transmission Sector  Project,8979,TA,ACTIVE
48158-001,Provincial Water Supply and Sa nitation Project,8982,TA,ACTIVE
49295-001,Public Private Partnership in Urban Public Transport Sector of Ulaanba,8985,TA,ACTIVE
46370-002,IMPROVING ROAD NETWORK MANAGEMENT AND SAFETY,8987,TA,ACTIVE
48122-001,Greater Mekong Subregion  Capa city Development for Economic Zones in,8989,TA,ACTIVE
49063-001,Enabling Economic Corridors th rough Sustainable Transport Se ctor Dev,8990,TA,ACTIVE
49021-001,HEILONGJIANG COAL RICH CITIES REDEVELOPMENT PROJECT,8992,TA,ACTIVE
45253-002,SUPPORTING THIRD CAPITAL MARKET DEVELOPMENT,8994,TA,ACTIVE
N/A-N/A,DEVELOPMENT OF SOLAR POWER IPP,8999,TA,ACTIVE
34533-022,ASSISTING GIRL STREET CHILDREN AT RISK OF SEXUAL A,9000,GRNT,FINANCIALLY CLOSED
35346-012,SUPPORTING THE LIVELIHOOD FOR THE POOR INTHE SOUTH,9001,GRNT,FINANCIALLY CLOSED
48030-001,Strategy for Northeast Asia Po wer System Interconnection,9001,TA,ACTIVE
N/A-N/A,"LOW-COST SANITATION, COMMUNITY AWARENESS AND HEALT",9002,GRNT,FINANCIALLY CLOSED
49153-001,Sustainable and Resilient Urba n Development in Viet Nam,9002,TA,ACTIVE
35348-012,ON-SITE INTGRTD URBAN UPGRDNG FOR VULNRBLE SLUM CO,9003,GRNT,FINANCIALLY CLOSED
49208-001,Integrated Resource Planning w ith Strategic Environmental As sessment,9003,TA,ACTIVE
35355-012,OFFSITE N OFFCITY RELOCATION OF VLNRBLE SLUM COMM,9004,GRNT,FINANCIALLY CLOSED
48284-001,Implementing Senior High Schoo l Support Program,9004,TA,ACTIVE
35184-012,IMPROVING NUTRITION FOR POOR MOTHERS AND CHILDREN,9005,GRNT,FINANCIALLY CLOSED
48489-001,SOUTH ASIA SUBREGIONAL ECONOMIC COOPERATION GREEN POWER INVESTMNT,9005,TA,ACTIVE
35176-012,COMMUNITY ACTION FOR PREVENTING HIV/AIDS (JFPR),9006,GRNT,FINANCIALLY CLOSED
35180-012,SUPPORTING POOR AND DISADVANTAGED FARMERS THRU CIV,9007,GRNT,FINANCIALLY CLOSED
35195-012,TAJIKISTAN RURAL POVERTY REDUCTION (JFPR),9008,GRNT,FINANCIALLY CLOSED
35390-012,LIVELIHOOD IMPROVEMENT FOR THE POOR THRU WATER MAN,9009,GRNT,FINANCIALLY CLOSED
35447-012,SUPPORTING INNOVATIVE POVERTY REDN IN KARAKALPAKST,9010,GRNT,FINANCIALLY CLOSED
49163-001,Strengthening Specialized and Semi Formal Financial Institut ions to S,9010,TA,ACTIVE
33165-013,INNOVATIONS FOR PRTCPTRY FLOOD CTL BY THE POOR ALO,9011,GRNT,FINANCIALLY CLOSED
35391-012,SUPPORTING THE COMMUNITY-MANAGED LIVELIHOOD IMPROV,9012,GRNT,FINANCIALLY CLOSED
35463-012,INTEGRATION OF INTERNALLY DISPLACED PERSONS IN MIN,9013,GRNT,FINANCIALLY CLOSED
35179-012,EXPANDING EMPLOYMENT OPPORTUNITIES FOR POOR DISABL,9014,GRNT,FINANCIALLY CLOSED
36023-012,IMPROVING THE LIVING ENVRNMNT OF THE POOR IN GER A,9015,GRNT,FINANCIALLY CLOSED
35178-012,SUPPORTING THE COMMUNITY-BASED BASIC EDUCATION FOR,9016,GRNT,FINANCIALLY CLOSED
48491-001,DECENTRALIZED COORDINATION & PARTNERSHIPS FOR GENDER EQUALITY RES,9016,TA,ACTIVE
34207-013,COMMUNITY BASED LIVELIHOOD ENHANCEMENT FOR THE RUR,9017,GRNT,FINANCIALLY CLOSED
36021-012,SOCIAL PROTECTION FOR POOR WOMEN VENDORS IN MINDAN,9018,GRNT,FINANCIALLY CLOSED
36484-012,COMMUNITY-BASED GENDER-SENSITIVE BASIC EDUCATION F,9019,GRNT,FINANCIALLY CLOSED
36160-012,ELECTRONIC HEALTH INSURANCE MEMBERSHIP CARD PROJEC,9020,GRNT,FINANCIALLY CLOSED
36019-012,RAINWATER HARVESTING AND SLUM DEVELOPMENT IN RAJAS,9021,GRNT,FINANCIALLY CLOSED
36020-012,STRATEGIC PRIV SCTOR PRTNRSHIPS FOR URBAN POVERTY,9022,GRNT,FINANCIALLY CLOSED
36136-012,INCOME FOR D POOR THRU COMM-BASED ENVRNMNTL IMPROV,9023,GRNT,FINANCIALLY CLOSED
36587-012,RD EMPLYMNT PRJ FOR STTLMNT & INTGRTN OF RETURNING,9024,GRNT,FINANCIALLY CLOSED
35399-012,INFRASTRUCTURE MAINTENANCE TO REDUCE RURAL POVERTY,9025,GRNT,FINANCIALLY CLOSED
36029-012,SSTNNG INC & BSC HUMAN NEEDS OF POOR IN DISASTER P,9026,GRNT,FINANCIALLY CLOSED
36156-012,IMPROVING THE LIVELIHOOD OF POOR FARMERS IN SOUTHE,9027,GRNT,FINANCIALLY CLOSED
36152-012,TARGETD ASSSTCE FOR EDUC OF POOR GIRLS/CHILDREN IN,9028,GRNT,FINANCIALLY CLOSED
36632-012,DEVT OF BUS PLAN FOR CNTER FOR LEARNNG INFO COMM &,9029,GRNT,FINANCIALLY CLOSED
36628-012,PRIMARY HEALTH CARE PARTNERSHIP FOR THE POOR (JFPR,9030,GRNT,FINANCIALLY CLOSED
49169-001,Ulaanbaatar Affordable Housing  and Urban Renewal,9030,TA,ACTIVE
36070-012,MOBILIZING THE POOR FOR BETTER ACCESS TO HEALTH,9031,GRNT,FINANCIALLY CLOSED
49276-001,SUPPORTING RAJASTHAN'S PRODUCTIVE CLUSTERS IN DELHI MUMBAI INDUST,9031,TA,ACTIVE
26015-032,OPTIMIZING PRODUCTIVITY OF POOR WATER USER ASSOCIA,9032,GRNT,FINANCIALLY CLOSED
34341-032,PROMOTING SILK INCOME FOR THE RURAL POOR IN CENTRA,9033,GRNT,FINANCIALLY CLOSED
36491-012,REDUCING PVRTY AMONG ETHNIC MINORITY WOMEN IN THE,9034,GRNT,FINANCIALLY CLOSED
37651-012,SOLID WASTE MANAGEMENT AND INCOME GENERATION FOR V,9035,GRNT,FINANCIALLY CLOSED
37666-012,IMPROVING POOR FARMERS' LIVELIHOOD THRU POSTHARVES,9036,GRNT,FINANCIALLY CLOSED
37728-012,EMERGENCY ROAD REHABILITATION PROJECT,9037,GRNT,FINANCIALLY CLOSED
37713-012,INTEGRATED COMMUNITY DEVELOPMENT IN NORTHERN AFGHA,9038,GRNT,FINANCIALLY CLOSED
36222-012,THE RURAL RECOVERY THRU COMMUNITY BASED IRRIGATION,9039,GRNT,FINANCIALLY CLOSED
37175-013,SCHOOL IMPROVEMENT PROJECT (JFPR),9040,GRNT,FINANCIALLY CLOSED
38080-012,ASIAN BONDS ONLINE WEB SITE (JFICT),9041,GRNT,FINANCIALLY CLOSED
37267-012,RENEWABL ENERGY&LIVELHD DEVT PROJ FORTHE POOR IN N,9042,GRNT,FINANCIALLY CLOSED
37705-012,COMMUNITY PARTCPTN & PUBLIC INFORMATION CAMPAIGN F,9043,GRNT,FINANCIALLY CLOSED
36245-012,INFORMATION N COMMUNICATION TECHNOLOGY FOR INNOVAT,9044,GRNT,FINANCIALLY CLOSED
36586-012,POWER FUND FOR THE POOR (JFPR,9045,GRNT,FINANCIALLY CLOSED
37710-012,POVERTY REDUCTION IN RED RIVER BASIN IRRIGATION SY,9046,GRNT,FINANCIALLY CLOSED
37707-012,IMPROVING POOR FARMERS' LIVELIHOODS THROUGH RICE I,9047,GRNT,FINANCIALLY CLOSED
36517-012,MAINSTREAMING LABORBASED ROAD MAINTENANCE TO THE N,9048,GRNT,FINANCIALLY CLOSED
49289-001,PROMOTING SMART DRINKING WATER MANAGEMENT IN SOUTH ASIAN CITIES,9048,TA,ACTIVE
32176-022,SUSTAINABLE LIVELIHOOD DEVT FOR POOR COASTAL & SMA,9049,GRNT,FINANCIALLY CLOSED
36589-012,"BANKING AUTOMATION TO SUPPORT OUTREACH, EFFICIENCY",9050,GRNT,FINANCIALLY CLOSED
38034-012,DEVELOPING A DATABASE ON CROSS BORDER TRADE & INVE,9051,GRNT,FINANCIALLY CLOSED
37721-022,SUSTAINABLE FOOD FORTIFICATION (JFPR) FINANCED,9052,GRNT,FINANCIALLY CLOSED
38065-012,INFORMATION & COMMUNICATION TECH FOR IMPROVING RUR,9053,GRNT,FINANCIALLY CLOSED
37608-022,AFFORDABLE SERVICES & WATER CONSERVATION FOR THE U,9054,GRNT,FINANCIALLY CLOSED
38047-012,REDUCING VULNERABILITY OF THE POOR TO NATURAL DISA,9055,GRNT,FINANCIALLY CLOSED
49145-001,Mainstreaming Climate Change M itigation into National Infras tructure,9055,TA,ACTIVE
32143-013,REDUCING NEONATAL MORTALITY,9056,GRNT,FINANCIALLY CLOSED
36400-012,HEALTH CARE FINANCING FOR THE POOR,9057,GRNT,FINANCIALLY CLOSED
38109-012,EXPANDING BENEFITS FOR THE POOR THRU URBAN ENVIRON,9058,GRNT,FINANCIALLY CLOSED
38098-012,RURAL LIVELIHOOD DEVELOPMENT (JFPR),9059,GRNT,FINANCIALLY CLOSED
38096-012,BALKH RIVER BASIN INTEGRATED WATER RESOURCES MANAG,9060,GRNT,FINANCIALLY CLOSED
38107-012,IMPROVING PRIMARY SCHOOL ACCESS IN DISADVANTAGED C,9061,GRNT,FINANCIALLY CLOSED
37650-022,SUSTNBLE AGROFORESTRY SYSTEMS FOR LIVELIHOOD ENHAN,9062,GRNT,FINANCIALLY CLOSED
49270-001,SUPPORTING LOW CARBON DEVELOPMENT IN A&P THROUGH CARBON MARKET,9062,TA,ACTIVE
38066-012,MATERNAL MORTALITY REDUCTION (JFPR),9063,GRNT,FINANCIALLY CLOSED
38602-012,IMPROVNG ACCESS OF POOR FLOATNG COMMUNTY ON TONLE,9064,GRNT,FINANCIALLY CLOSED
