,,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Cofinance Amount/ Total CF,Approved Cofin Amt,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,statuscofinancing,Sov-NonSov,Proc Arrangement,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
,World Bank,1989,1989,,986,22229,,,PHI,Angat Water Supply Optimization,SERD,SESS,11/14/1989,111.07,0,0,,111.07,,52.4,,52.4,,Non-DVA,,,Multilateral,Loan,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,11/14/1989,,,,,Sovereign,,PS,,,,
,World Bank,1989,1989,,990,,,,TON,Fourth Tonga Development Bank,PARD,,11/29/1989,0,5,0,,5,,3,,3,,Non-DVA,,,Multilateral,Loan,ADF,3300,Finance,,,,,,,,11/29/1989,,,,,Sovereign,,,,,,
,World Bank,1989,1989,,991,,,,PHI,Hopewell Energy (Phils.) Corp.,PSOD,,11/23/1989,10,0,0,,10,,10,,10,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,11/23/1989,,,,,Non-Sovereign,,,,,,
,World Bank,1989,1989,,1005,,,,FIJ,Low Income Housing Development,PARD,,12/21/1989,9.6,0,0,,9.6,,16.2,,16.2,,Non-DVA,,,Multilateral,Loan,OCR,3300,Finance,,,,,,,,12/21/1989,,,,,Sovereign,,,,,,
,World Bank,1990,1990,,1036,,,,IND,Calcutta Electric Supply Co. Ltd. (CESC),SARD,,10/04/1990,17.8,0,0,,17.8,,20,,20,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,10/04/1990,,,,,Sovereign,,,,,,
,World Bank,1990,1990,,1038,,,,SRI,Second Telecommunications,SARD,,10/18/1990,0,41.1,0,,41.1,,58,,58,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,10/18/1990,,,,,Sovereign,,,,,"PCR IN 69-99, 18Mar99.",
,World Bank,1990,1990,,1044,23373,,,PAK,Agricultural Credit,CWRD,SAGF,11/06/1990,0,150,0,,150,,150,,150,,Non-DVA,,,Multilateral,Loan,ADF,3000,Agriculture and Natural Resources,,,,,,,,11/06/1990,,,,,Sovereign,,US,,,PCR Dec95.,
,World Bank,1990,1990,,1045,,,,BAN,Food Crops Development Program,SARD,SAAE,11/06/1990,0,125,0,,125,,75,,75,,Non-DVA,,,Multilateral,Loan,ADF,3000,Agriculture and Natural Resources,,,,,,,,11/06/1990,,,,,Sovereign,,,,,,
,World Bank,1990,1990,,1065,,,,PHI,Avantex Mill Corporation,PSOD,,12/11/1990,8,0,0,,8,,11.25,,11.25,,Non-DVA,,,Multilateral,Loan,OCR,3500,Industry and Trade,,,,,,,,12/11/1990,,,,,Non-Sovereign,,,,,,
,World Bank,1990,1990,,1071,,,,BAN,Agriculture and Rural Credit,SARD,SAGF,11/01/1990,0,60,0,,60,,50,,50,,Non-DVA,,,Multilateral,Loan,ADF,3300,Finance,,,,,,,,11/01/1990,,,,,Sovereign,,,,,,
,World Bank,1991,1991,,1084,,,,SRI,Second Small and Medium Industries,SARD,,05/30/1991,0,30,0,,30,,45,,45,,Non-DVA,,,Multilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,05/30/1991,,,,,Sovereign,,,,,,
,World Bank,1991,1991,,1098,,,,THA,Fourth Highway (Sector),SERD,SEID,09/17/1991,60,0,0,,60,,87,,87,,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,09/17/1991,,,,,Sovereign,,,,,Ref pg 5 PCR. File sent to OAS Feb08.,
,World Bank,1991,1991,,1109,,,,MON,Special Assistance,EARD,,10/29/1991,0,30,0,,30,,30,,30,,Non-DVA,,,Multilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,10/29/1991,,,,,Sovereign,,,,,,
,World Bank,1991,1991,,1117,,,,IND,Gandhar Field Development,SARD,,11/14/1991,267,0,0,,267,,14.4,,14.4,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,11/14/1991,,,,,Sovereign,,,,,,
,World Bank,1991,1991,,1142,,,,IND,CESC Limited II,SARD,,12/13/1991,32,0,0,,32,,32,,32,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,12/13/1991,,,,,Sovereign,,,,,,
,World Bank,1992,1992,8137,1164/8135/8137,22138,,,FIJ,Second Road Upgrading,PARD,,06/18/1992,18,0,0,,18,,15,,15,,DVA,,Partial Administration,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,No,,06/18/1992,,,,,Sovereign,,GS,,,"PCR IN 351-99, 29 Dec 99",
,World Bank,1992,1992,,1151,,,,THA,Seventh Power Distribution,SERD,SEID,01/09/1992,109,0,0,,109,,109.1,,109.1,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,01/09/1992,,,,,Sovereign,,,,,"PCR, IN 255-00, 27Oct00",
,World Bank,1992,1992,,1161,,,,IND,Power Efficiency (Sector),SARD,,11/01/1992,250,0,0,,250,,265,,265,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,11/01/1992,,,,,Sovereign,,,,,"PCR IN 167-01, 21Aug01",
,World Bank,1992,1992,,1169,25370,,,THA,Bongkot Gas Transmission,SERD,SEID,07/02/1992,47.41,0,0,,47.41,,91.88,,91.88,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,07/02/1992,,,,,Sovereign,,GS,,,Ref PCR adj from $105 to $91.88.,
,World Bank,1992,1992,,1172,,,,INO,Power XXII,SERD,SEID,08/04/1992,272.3,0,0,,272.3,,357.8,,357.8,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,08/04/1992,,,,,Sovereign,,,,,from $434.0 to $357.8.,
,World Bank,1992,1992,,1176,,,,THA,Fifth Highway (Sector),SERD,,08/18/1992,93,0,0,,93,,177.5,,177.5,,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,08/18/1992,,,,,Sovereign,,,,,,
,World Bank,1992,1992,,1209,,,,PAK,Flood Damage Restoration (Sector),CWRD,SAAE,12/15/1992,0,77.64,0,,77.64,,139.57,,139.57,,Non-DVA,,,Multilateral,Loan,ADF,3900,Multisector,3900,,,,,,,12/15/1992,,,,,Sovereign,,,,,PCR 14Oct99. IDA from $100 to $139.57 Adj Dec07,
,World Bank,1993,1993,,1222,,,,IND,Gas Flaring Reduction,SARD,,03/30/1993,241,0,0,,241,,450,,450,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,03/30/1993,,,,,Sovereign,,,,,"PCR  (IN246-99, 14 Oct 99)  Adj Dec06 ADB $300 to $241m.",
,World Bank,1993,1993,,1225,,,,PNG,Population and Family Planning,PARD,,04/01/1993,0,7.11,0,,7.11,6.9,,,6.9,,Non-DVA,,,Multilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,04/01/1993,,,,,Sovereign,,,,,,
,World Bank,1993,1993,,1228,,,,SAM,Afulilo Hydroelectric (Supplementary),PARD,,04/22/1993,0,2,0,,2,,1,,1,,Non-DVA,,,Multilateral,Loan,ADF,3200,Energy,,,,,,,,04/22/1993,,,,,Sovereign,,,,,,
,World Bank,1993,1993,,1230,,,,PHI,Hopewell Power (Philippines) Corp.,PSOD,PSOD,05/18/1993,40,0,0,,40,,60,,60,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,05/18/1993,,,,,Non-Sovereign,,,,,,
,World Bank,1993,1993,,1246,,,,THA,Eighth Power Distribution (Sector),SERD,SEID,08/19/1993,134.6,0,0,,134.6,,110.8,,110.8,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,08/19/1993,,,,,Sovereign,,,,,PCR Oct00,
,World Bank,1993,1993,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,70.4,0,0,,70.4,,112.2,,112.2,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,12/02/1993,,,,,Sovereign,,GS,,,Adj $115 to $112.2,
,World Bank,1994,1994,,1298,22237,,,BAN,Jamuna Bridge,SARD,SATC,03/08/1994,0,206.99,0,,206.99,,199.11,,199.11,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,03/08/1994,,,,,Sovereign,,HS,,,"Adj Dec05. Loan amt from $200 to $206.99, IDA from $200 to $199.11 ref PCR Dec00.",
,World Bank,1994,1994,,1301,,,,PAK,Social Action Program (Sector),CWRD,,06/23/1994,0,100,0,,100,,200,,200,,Non-DVA,,,Multilateral,Loan,ADF,3900,Multisector,3900,,,,,,,06/23/1994,,,,,Sovereign,,,,,"PCR IN. 156-99, 2 Jul99.",
,World Bank,1994,1994,,1331,,,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,0,54,0,,54,,18,,18,,Non-DVA,,,Multilateral,Loan,ADF,3400,Health and Social Protection,,,,,,,,11/10/1994,,,,,Sovereign,,,,,,
,World Bank,1995,1995,,1390,,,,BAN,Nonformal Education,SARD,SASS,09/29/1995,0,26.7,0,,26.7,,7.82,,7.82,,Non-DVA,,,Multilateral,Loan,ADF,3100,Education,,,,,,,,09/29/1995,,,,,Sovereign,,,,,$10.5 cf from IDA was changed to $7.824 ($7.82) (ref PCR Sep03),
,World Bank,1995,1995,,1391,,,,THA,Second Regional Roads (Sector),SERD,SEID,09/29/1995,131.8,0,0,,131.8,,150,,150,,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,09/29/1995,,,,,Sovereign,,,,,Listed as parallel. Sent to OAS Feb08.,
,World Bank,1995,1995,,1398,,,,PHI,Northern Luzon Transmission & Generation,SERD,SEID,11/02/1995,180,0,0,,180,,109.5,,109.5,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,11/02/1995,,,,,Sovereign,,S,,,,
,World Bank,1995,1995,,1413,,,,PAK,National Drainage Program,CWRD,SAAE,12/12/1995,0,140,0,,140,,285,,285,,Non-DVA,,,Multilateral,Loan,ADF,3000,Agriculture and Natural Resources,,,,,,,,12/12/1995,,,,,Sovereign,,,,,Parallel cf. PCR Oct07.  File sent to OAS Feb08,
,World Bank,1996,1996,,1424,,,,PAK,Ghazi-Barotha Hydropower,CWRD,SAEN,01/18/1996,300,0,0,,300,,350,,350,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,01/18/1996,,,,,Sovereign,,,,,,"DR 2010. Case Study: Clean Power to Benefit All, pp 18-19."
,World Bank,1996,1996,,1430,,,,NEP,Himal Power,PSOD,PSOD,11/01/1996,36.5,0,0,,36.5,,32.1,,32.1,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,11/01/1996,,,,,Non-Sovereign,,,,,,
,World Bank,1996,1996,,1433,,,,INO,Industrial Technology & Human Resources Dev.,SERD,,03/28/1996,80,0,0,,80,,47,,47,,Non-DVA,,,Multilateral,Loan,OCR,3500,Industry and Trade,,,,,,,,03/28/1996,,,,,Sovereign,,,,,,
,World Bank,1996,1996,,1443,,,,KGZ,Power & District Heating Rehab.,CWRD,,06/06/1996,0,27.5,0,,27.5,,17.2,,17.2,,Non-DVA,,,Multilateral,Loan,ADF,3200,Energy,,,,,,,,06/06/1996,,,,,Sovereign,,,,,"ref PCR IDA from $20 to $17.2, adj Dec05",
,World Bank,1996,1996,,1460,,,,VIE,Population and Family Health,SERD,,09/19/1996,0,38.51,0,,38.51,,44.59,,44.59,,Non-DVA,,,Multilateral,Loan,ADF,3400,Health and Social Protection,,,,,,,,09/19/1996,,,,,Sovereign,,,,,,
,World Bank,1996,1996,,1493,,,,PAK,Social Action Program (Sector) Project II,CWRD,,11/28/1996,0,200,0,,200,,250,,250,,Non-DVA,,,Multilateral,Loan,ADF,3900,Multisector,3900,,,,,,,11/28/1996,,,,,Sovereign,,,,,,
,World Bank,1997,1997,,1582,,,,PRC,Northeast Power Transmission,EARD,EAEN,11/25/1997,51.3,0,0,,51.3,,0.6,,0.6,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,11/25/1997,,,,,Sovereign,,,,,,
,World Bank,1997,1997,,1597,,,,BAN,Lafarge Surma Cement Ltd,PSOD,,12/18/1997,40,0,0,,40,,50,,50,,Non-DVA,,,Multilateral,Loan,OCR,3500,Industry and Trade,,,,,,,,12/18/1997,,,,,Non-Sovereign,,,,,,
,World Bank,1998,1998,,1603,,,,BAN,Grameenphone Telecommunications,PSOD,PSOD,11/01/1998,16.7,0,0,,16.7,,31.6,,31.6,,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,11/01/1998,,,,,Non-Sovereign,,,,,,
,World Bank,1998,1998,,1606-1607,,,,PHI,Early Childhood Development,SERD,SESS,01/27/1998,13.4,7.6,0,,21,,17.3,,17.3,,Non-DVA,,,Multilateral,Loan,OCR,3400,Health and Social Protection,,,,,,,,01/27/1998,,,,,Sovereign,,,,,"WB from $22.4 to $17.3.  ADB $24.5 to $21. Adj Dec07, PCR Jun07. Sent to OAS Feb08",
,World Bank,1999,1999,,1689,,,,SRI,South Asia Gateway Terminals (Private) Limited for the Colombo Port Development,PSOD,PSOD,05/11/1999,35,0,0,,35,,35,,35,,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,05/11/1999,,,,,Non-Sovereign,,,,,,
,World Bank,1999,1999,,1727-1728,,,,REG,GMS: East-West Corridor (LAO and VIE),SERD,SEID,12/20/1999,0,57,0,,57,,15,,15,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,12/20/1999,,,,,Sovereign,,,,, (VIE-1728 component),
,World Bank,2000,2000,,1743,,,,MON,Second Financial Sector Program,EARD,EAGF,06/22/2000,0,15,0,,15,,32,,32,,Non-DVA,,,Multilateral,Loan,ADF,3300,Finance,,,,,,,,06/22/2000,,,,,Sovereign,,,,,PCR Aug05.,
,World Bank,2000,2000,,1769,,,,PHI,North Luzon Expressway Rehabilitation and Expansion,PSOD,PSOD,10/26/2000,45,0,0,,45,,45,,45,,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,10/26/2000,,,,,Non-Sovereign,,,,,,
,World Bank,2001,2001,,1827,,,,VIE,RMIT International University in Viet Nam,PSOD,PSG,04/26/2001,7.5,0,0,,7.5,,7.5,,7.5,,Non-DVA,,,Multilateral,Loan,OCR,3100,Education,,,,,,,,04/26/2001,,,,,Non-Sovereign,,,,,,
,World Bank,2001,2001,,1857,,,,VIE,Far East Medical Viet Nam Ltd.,PSOD,PSOD,11/13/2001,10,0,0,,10,,10,,10,,Non-DVA,,,Multilateral,Loan,OCR,3400,Health and Social Protection,,,,,,,,11/13/2001,,,,,Non-Sovereign,,,,,,
,World Bank,2002,2002,,1940/G3994,32430,,,CAM,Health Sector Support,SERD,SESS,11/21/2002,0,20,0,,20,,27,,27,,Non-DVA,,,Multilateral,Loan,ADF,3400,Health and Social Protection,,,,,,,,11/21/2002,,,,,Sovereign,,Successful,,,"R234-02, 31Oct02.  IDA confirmed.",
,World Bank,2002,2002,,1975,,,,IND,Medical Service Network,PSOD,PSIF,12/17/2002,20,0,0,,20,,20,,20,,Non-DVA,,,Multilateral,Loan,OCR,3400,Health and Social Protection,,,,,,,,12/17/2002,,,,,Sovereign,,,,,,
,World Bank,2003,2003,,2015/4209(L),30216,,,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,0,100,0,,100,,150,,150,,Non-DVA,,,Multilateral,Loan,ADF,3100,Education,,,,,,,,11/03/2003,,,,,Sovereign,,Successful,,,,"DR 2009, Case Study: Improving Primary Education in Bangladesh, pp 14-15"
,World Bank,2003,2003,,2052,34390,,,CAM,Greater Mekong Subregion Transmission,SERD,SEID,12/15/2003,0,44.3,0,,44.3,,16,,16,,Non-DVA,,,Multilateral,Loan,ADF,3200,Energy,,,,,,,,12/15/2003,,,,,Sovereign,,,,,IDA,
,World Bank,2004,2004,,2078,,,,BAN,Grameen Phone Telecommunications Expansion,PSOD,PSIF,01/26/2004,20,0,0,,20,,30,,30,,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,01/26/2004,,,,,Non-Sovereign,,,,,,
,World Bank,2004,2004,,2090,36509,,,UZB,Woman and Child Health Development,CWRD,CWSS,09/23/2004,40,0,0,,40,,20,,20,,Non-DVA,,,Multilateral,Loan,OCR,3400,Health and Social Protection,,,,,,,,09/23/2004,,,,,Sovereign,,,,,$20 m IBRD loan,
,World Bank,2004,2004,,2090,36509,,,UZB,Woman and Child Health Development,CWRD,CWSS,09/23/2004,40,0,0,,40,,20,,20,,Non-DVA,,,Multilateral,Loan,OCR,3400,Health and Social Protection,,,,,,,,09/23/2004,,,,,Sovereign,,,,,"$20 m IBRD loan, $20.0 m IDA loan.",
,World Bank,2004,2004,,2091/7201,,,,AFG,Afghanistan Investment Guarantee Facility,PSOD,PSOP,09/24/2004,0,0,0,0,0,,5,,5,,Non-DVA,,,Multilateral,Loan,,3300,Finance,,,,,,,,09/24/2004,,,,,Non-Sovereign,,,,,,
,World Bank,2004,2004,,2123,,,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,0,6.4,0,,6.4,,100,,100,,Non-DVA,,,Multilateral,Loan,ADF,3600,Public Sector Management,,,,,,,,12/09/2004,,,,,Sovereign,,,,,IDA,
,World Bank,2004,2004,,2149,35225-02,,,BAN,Small and Medium Enterprise Sector Development Program,SARD,SAGF,12/20/2004,0,30,0,,30,,10,,10,,Non-DVA,,,Multilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,12/20/2004,,,,,Sovereign,,,,,,
,World Bank,2004,2004,,2155,,,,PHI,National Home Mortgage Finance Corporation's Portfolio of Non-Performing Loans,SERD,,11/17/2004,33,0,0,,33,,40.6,,40.6,,Non-DVA,,,Multilateral,Loan,OCR,3300,Finance,,,,,,,,11/17/2004,,,,,Non-Sovereign,,,,,,
,World Bank,2005,2005,,2162,37734,,,LAO,GMS: Nam Theun 2 Hydroelectric,SERD,SEID,04/04/2005,20,0,0,,20,20,,,20,,Non-DVA,,,Multilateral,Grant,OCR,3200,Energy,,,,,,,,04/04/2005,,,,,Sovereign,,,,,,
,World Bank,2005,2005,,2194,,,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,0,15,0,,15,,100,,100,,Non-DVA,,,Multilateral,Loan,ADF,3900,Multisector,3900,,,,,,,11/03/2005,,,,,Sovereign,,,,,Single-tranche program loan with IDA terms.  WB board approved on 30Jun05 and the Dev Credit Agreement was signed 15Sep05 (ref RRP App3).,
,World Bank,2005,2005,,2228,,,,INO,Development Policy Support Program,SERD,IRM,12/21/2005,200,0,0,,200,,400,,400,,Non-DVA,,,Multilateral,Loan,OCR,3600,Public Sector Management,,,,,,,,12/21/2005,,,,,Sovereign,,,,,PCR Nov2008. No change in amounts.,
,World Bank,2006,2006,,2262,,,,VIE,Support the Implementation of Poverty Reduction Program III,SERD,VRM,10/05/2006,0,15,0,,15,,100,,100,,Non-DVA,,,Multilateral,Loan,ADF,3900,Multisector,3900,,,,,,,10/05/2006,,,,,Sovereign,,,,,A single tranch program loan with IDA terms approved by WB board on 22Jun06 (ref RRP).,
,World Bank,2007,2007,,2352,,,,VIE,Support the Implementation of Poverty Reduction Program IV,SERD,VRM,10/02/2007,,,,,0,,175,,175,,Non-DVA,,,Multilateral,Loan,ADF,3900,Multisector,3900,Multisector,,,,,,10/02/2007,,,,,Sovereign,,,,,WB approved a $175 m credit from IDA to support PRSC 6 (WB approval 21Jun07),
,World Bank,2008,2008,,2405/7273,,,,PHI,Masinloc Power Partners Company Limited,PSOD,PSIF2,01/15/2008,200,0,0,,200,,250,,250,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,01/15/2008,,,,,Non-Sovereign,,,,,,
,World Bank,2008,2008,,2406/0104,41123,,,CAM,Road Asset Management,SERD,SEID,01/21/2008,0,6,0,,6,,30,,30,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,01/21/2008,,,,,Sovereign,,,,,IDA credit - parallel cofinancing,
,World Bank,2008,2008,,2419/7276,,,,IND,Mundra Ultra Mega Power,PSOD,PSIF1,04/17/2008,450,0,0,,450,,450,,450,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,04/17/2008,,,,,Non-Sovereign,,,,,,
,World Bank,2008,2008,,2475,,,,INO,Infrastructure Reform Sector Development Program - Subprogram 2,SERD,IRM,11/27/2008,280,0,0,,280,,200,,200,,Non-DVA,,,Multilateral,Loan,OCR,3900,Multisector,3900,,,,,,,11/27/2008,,,,,Sovereign,,,,,,
,World Bank,2008,2008,,2488,,,,INO,Fourth Development Policy Support Program,SERD,IRM,12/16/2008,200,0,0,,200,,750,,750,,Non-DVA,,,Multilateral,Loan,OCR,3300,Finance,,,,,,,,12/16/2008,,,,,Sovereign,,,,,The DPSP-4 privides parallel cofinancing for the WB supported DPL-5 (ref RRP).,
,World Bank,2009,2009,,2505/7291,,,,PRC,Small Hydropower Development,PSOD,PSIF2,01/13/2009,,,,,0,,51.25,,51.25,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,01/13/2009,,,,,Non-Sovereign,,,,,,
,World Bank,2009,2009,,2521,43009,,,INO,Public Expenditure Support Facility Program,SERD,SEFM,06/03/2009,1000,0,0,,1000,,2000,,2000,,Non-DVA,,,Multilateral,Loan,OCR,3600,Public Sector Management,,,,,,,,06/03/2009,,,,,Sovereign,,,,,,
,World Bank,2009,2009,,2523,43096,,,MON,Social Sectors Support Program,EARD,EASS,06/24/2009,0,43.1,16.9,,43.1,,40,,40,,Non-DVA,,,Multilateral,Loan,ADF,3400,Health and Social Protection,,,,,,,,06/24/2009,,,,,Sovereign,,Successful,,,,"DR 2009. para on JPN cof, pp 36."
,World Bank,2009,2009,,2562,41121,M0024,,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,CWRD,CWTC,10/07/2009,187,0,0,,187,,2125,,2125,,DVA,Others,Collaborative,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,10/07/2009,04/13/2010,,,,Sovereign,,,,,Ref PFR,"DR 2011. para on FCA, pp 11."
,World Bank,2009,2009,,2593,35049-01,,,BAN,Padma Multipurpose Bridge Design Project (Supplementary),SARD,SATC,12/02/2009,0,10,0,,10,,1.5,,1.5,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,12/02/2009,,,,,Sovereign,,,,,Supplementary to loan #2375.,
,World Bank,2010,2010,2701 (CL),2701-2702,35049,,,BAN,Padma Multipurpose Bridge,SARD,SATC,11/25/2010,539,76,0,,615,,1200,,1200,,DVA,PS,Collaborative,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,11/25/2010,,,,,Sovereign,,,,,,"DR 2010. para on new proj of the year, pp 13. DR 2011. para on FCA, pp 11."
,World Bank,2010,2010,,2718,44281-013,,,KIR,Road Rehabilitation,PARD,SPSO,12/10/2010,0,12,0,,12,16,,,16,,DVA,PS,Collaborative,Multilateral,Grant,ADF,3700,Transport and ICT,,,,,,,,12/10/2010,08/26/2011,,,,Sovereign,,,,,Collaborative loan $16.0m.,"DR 2010. para on new proj of the year, pp 14."
,World Bank,2010,2010,,2722,,,,PAK,Uch II Power,PSOD,PSIF1,12/13/2010,100,0,0,,100,,100,,100,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,12/13/2010,,,,,Non-Sovereign,,,,,,
,World Bank,2010,2010,,2723,43211,,,INO,Sixth Development Policy Support Program,SERD,,12/14/2010,200,0,0,,200,,600,,600,,Non-DVA,,,Multilateral,Loan,OCR,3600,Public Sector Management,,,,,,,,12/14/2010,,,,,Sovereign,,,,,,
,World Bank,2011,2011,256,G0256,44170,,,TON,Tonga-Fiji Submarine Cable,PARD,PAUS,08/23/2011,,,9.7,,0,16.5,,,16.5,,DVA,,Collaborative,Multilateral,Grant,,3700,Transport and ICT,,ICT,,,,No,,08/23/2011,12/21/2011,,,,Sovereign,,,,,"from WB-IDA. Gi Soon Song (PARD), Taisuke Miyao (COSO) and Johannes Versantvoort (OGC) got a Cofin award 2011 for preparing the project jointly with WB, and successfully overcoming significant difficulties with respect to joint procurement",
,World Bank,2011,2011,0272 (CG),G0272/0289,35174-082,,,NEP,School Sector Program,SARD,NRM,11/22/2011,,,65,,0,72.5,,,72.5,,DVA,,Collaborative,Multilateral,Grant,,3100,Education,,,,,,No,,11/22/2011,03/26/2012,,,,Sovereign,,,,,,DR 2011. para on grant cof and new proj pp 15.
,World Bank,2011,2011,2761 (CL),2761,42122-013,,,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,,320,,,320,,300,,300,,DVA,,Collaborative,Multilateral,Loan,ADF,3100,Education,,Pre-Primary and Basic Education,,,,No,,07/05/2011,12/05/2011,,,,Sovereign,,,,,,"DR 2011. para on grant cof pp 13,15."
,World Bank,2011,2011,,2718,44281-013,,,,Road Rehabilitation,PARD,SPSO,03/01/2011,0,0,0,,0,4,,,4,,Non-DVA,PS,,Multilateral,Grant,ADF,3700,Transport and ICT,,,,,,Yes,,03/01/2011,,,,,Sovereign,Parallel,,,,,"DR 2010. para on new proj of the year, pp 14."
,World Bank,2012,2012,,2942,46093-001,,,INO,Inclusive Growth through Improved Connectivity Program - Subprogram 1,SERD,IRM,11/16/2012,300,,,,300,,100,,100,,Non-DVA,,,Multilateral,Loan,,3700,Transport and ICT,,Transport Management and Policies,,,,No,,11/16/2012,,,,,Sovereign,Parallel,,,,,
,World Bank,2013,2013,3045 (CL),3045/3046,42180-013,,,BAN,Second Public-Private Infrastructure Development Facility,SARD,SAPF,10/17/2013,100,10,,,110,,99.5,,99.5,,DVA,Others,Collaborative,Multilateral,Loan,,3300,Finance,,,,,,No,,10/17/2013,,,,,Sovereign,Parallel,,,,,
,World Bank,2013,2013,3047 (CL),3047,44213-016,74,,BAN,Secondary Education Sector Investment Program - Tranche 1,SARD,SAHS,10/21/2013,,90,,,90,,100,,100,,DVA,Others,Collaborative,Multilateral,Loan,,3100,Education,3103,Upper Secondary Education,,,,No,,10/21/2013,,,,,Sovereign,Parallel,,,,,
,World Bank,2013,2013,3068 (CL),3068,46093-004,,,INO,"Inclusive Growth through Improved Connectivity Program, Subprogram 2",SERD,IRM,11/27/2013,400,,,,400,,300,,300,,DVA,PS,Collaborative,Multilateral,Loan,,3700,Transport and ICT,,Transport Management and Policies,,,,No,,11/27/2013,,,,,Sovereign,Parallel,,,,,
,World Bank,2013,2013,,3008/3009,39293-037,,,SRI,Education Sector Development Program,SARD,SAHS,06/27/2013,100,100,,,200,,100,,100,,DVA,PS,Collaborative,Multilateral,Loan,,3100,Education,,Education Sector Development,,,,No,,06/27/2013,,,,,Sovereign,Parallel,,,,,
,World Bank,2014,2014,3119 (CL2),3119/3120,42251-018,,,SRI,Skills Sector Enhancement Program,SARD,SAHS,03/28/2014,50,50,,,100,,100,,100,,DVA,PS,Collaborative,Multilateral,Loan,,3100,Education,,Technical Education and Vocational Skills Training,,,,No,,03/28/2014,,,,,Sovereign,Parallel,,,,,
