Donor,Cofinancier/ Source,Approval Year,Approval Numbers,Product Approval Number,Proj No,Country Mnemonic,Project Title,Source,TA-Type,CF Mode,Bank,JSF,CF Amnt,Approval Date CF,Approval Date Bank,Date of Agreement Letter,Approval Date Bank.1,Approval Date CF.1,DMC,Department,Division,Donor Type,TA-Type.1,Type of Cofinancing,AgreementType,Source Type,Sector Code,Sector,Sub Sector Code,Sub Sector,Date of Agreement Letter.1,Theme 1,Theme 2,Theme 3,Theme 4,SubTheme 1,SubTheme 2,SubTheme 3,SubTheme 4,Publications,TCR Rating,Validation Rating,TPER Rating
"Sweden,Sweden",Sweden,2014,8085,,45317-001,BAN,Support for the Third Primary Education Development Project (3rd Supplementary),Sweden,,J,,,100,19 Jun 2014,,,09/01/2014,06/19/2014,BAN,SARD,BRM,Single Donor,CD,J,PS,,3100,Education,3101,Pre-Primary and Basic Education,,Social Development,Governance,Capacity Development,,Human Development,Anticorruption,Institutional Development,,,,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,1999,3344,,3329801,IND,Strengthening Microfinance Institutions for Urban Infrastructure Finance,Swiss Cooperation Fund for Consulting Services,,E,,,500, ,, ,12/17/1999,,IND,SARD,INRM,Single Donor,AD,E,C,,3300,Finance,3304,Microfinance,,,,,,,,,,,GS,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,1999,3363,,3244001,THA,Capacity Building in the Public Debt Management Office of the Ministry of Finance,Swiss Cooperation Fund for Consulting Services,,E,,,600, ,, ,12/23/1999,,THA,SERD,SEOC,Single Donor,AD,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,,,,,,,,,"DR 2011. para on SWI TAF, pp 40.",S,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,2000,3583,,3446501,THA,Mae Moh Environmental Evaluation,Swiss Cooperation Fund for Consulting Services,,E,,,500,11 Dec 2000,, ,12/14/2000,12/11/2000,THA,SDCC,SDES,Single Donor,AD,E,C,,3200,Energy,3214,Energy Efficiency and Conservation,,,,,,,,,,,GS,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,2004,4418,,3434402,VIE,Capacity Building for SME Development,Swiss Cooperation Fund for Consulting Services,,J,500,,600, ,, ,10/21/2004,,VIE,SERD,SEGF,Single Donor,AD,J,C,,3500,Industry and Trade,3503,Small and Medium Enterprise Development,,,,,,,,,,,S,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,2005,4569,,3865001,IND,Devt. of an Agency to Facilitate Issuance of Residential Mortgage Backed Securities,Swiss Cooperation Fund for Consulting Services,,E,,,250, ,, ,02/25/2005,,IND,PSOD,PSIF,Single Donor,AD,E,C,,3300,Finance,3303,Housing Finance,,Economic Growth,Private Sector Development,,,Promoting Economic Efficiency and Enabling Business environment,Private Sector Investment,,,,,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,2005,6286,,3958501,REG,Capacity Building of Private Sector Financial Institutions in MeetingEnvironmental and Social Challenges,Swiss Cooperation Fund for Consulting Services,,E,,,150, ,, ,12/13/2005,,REG,PSOD,PSOD,Single Donor,RE,E,C,,3300,Finance,3315,Finance Sector Development,,Social Development,Environmental Sustainability,Private Sector Development,,,,,,,,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,2007,6386,,4030301,REG,Cap Bldg for Sustainable Investment & Governance in the Pensions Industry,Swiss Cooperation Fund for Consulting Services,,E,,,210, ,, ,03/06/2007,,REG,PSOD,PSCM,Single Donor,RE,E,C,,3300,Finance,3305,Insurance and Contractual Savings,,Economic Growth,Private Sector Development,,,,,,,"DR 2012. para for SWI CFA, pp60.",Partly Successful,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,2011,7512,,43385-022,REG,Empowering the Poor through Increasing Access to Energy (Supplementary),Swiss Cooperation Fund for Consulting Services,,J,,,133,04 Feb 2011,,,06/22/2011,02/04/2011,REG,SDCC,SDAS,Single Donor,R-PP,J,C,,3200,Energy,,,,Economic Growth,Social Development,Environmental Sustainability,,Widening Access To Markets and Economic Opportunities,Human Development,Natural Resources Conservation,,,,,
Swiss Cooperation Fund for Consulting Services,Swiss Cooperation Fund for Consulting Services,2014,8223,,46173-001,REG,Supporting the Use of Carbon Financing to Promote Green Growth in Asia and the Pacific (Supplementary),Swiss Cooperation Fund for Consulting Services,,J,,,26, ,,,12/04/2014,,REG,SDCC,SDAS,Single Donor,R-CD,J,C,,3900,Multisector,3900,Multisector,,,,,,,,,,,,,
Switzerland,,1980,368,,,INO,Sumatra Fisheries Development,SWI,,C,,,200,09 Oct 1980,,21 Oct 1980,10/23/1980,10/09/1980,INO,RMU,AEFN,Single Donor,AD,C,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1980,371,,,SRI,Livestock Development,SWI,,E,,,200,09 Oct 1980,,21 Oct 1980,11/03/1980,10/09/1980,SRI,ARDD,ARFL,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1980,387,,,SRI,Anuradhapura Dry Zone Agriculture,SWI,,E,,,200,31 Oct 1980,,21 Oct 1980,12/15/1980,10/31/1980,SRI,,,Single Donor,AD,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1980,389,,,BAN,Small Scale Irrigation Sector,SWI,,E,,,450,26 Nov 1980,,21 Oct 1980,12/18/1980,11/26/1980,BAN,,,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1980,394,,,PNG,Rural Health Services,SWI,,E,,,170,26 Nov 1980,,21 Oct 1980,12/31/1980,11/26/1980,PNG,IFD,IFSI,Single Donor,PP,E,C,,3400,Health and Social Protection,,,,,,,,,,,,,,,
Switzerland,,1981,397,,,PAK,Balochistan Fisheries Development,SWI,,E,,,350,22 Dec 1980,,21 Oct 1980,01/23/1981,12/22/1980,PAK,ARDD,ARFL,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1981,408,,,NEP,Science Education,SWI,,E,,,155,13 Jul 1981,,21 Oct 1980,07/27/1981,07/13/1981,NEP,IFD,IFED,Single Donor,PP,E,C,,3100,Education,,,,,,,,,,,,,,,
Switzerland,,1981,410,,,SRI,Second Fisheries Development,SWI,,E,,,360,31 Jul 1981,,21 Oct 1980,08/20/1981,07/31/1981,SRI,,,Single Donor,AD,E,C,,3000,Agriculture and Natural Resources,3003,Fishery,,,,,,,,,,,,,
Switzerland,,1981,414,,,NEP,Feeder Roads Improvement,SWI,,E,,,250,13 Jul 1981,,21 Oct 1980,09/22/1981,07/13/1981,NEP,IFD,IFAH,Single Donor,PP,E,C,,3700,Transport and ICT,,,,,,,,,,,,,,,
Switzerland,,1981,424,,,INO,Sumatra Livestock Development,SWI,,E,,,240,11 Nov 1981,,21 Oct 1980,11/12/1981,11/11/1981,INO,RMU,AEFN,Single Donor,AD,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1981,440,,,NEP,Second Command Area Development,SWI,,E,,,445,26 Oct 1981,,21 Oct 1980,12/15/1981,10/26/1981,NEP,ARDD,ARI2,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1981,442,,,BAN,Feeder Roads Improvement,SWI,,E,,,310,09 Nov 1981,,21 Oct 1980,12/22/1981,11/09/1981,BAN,IFD,IFAH,Single Donor,PP,E,C,,3700,Transport and ICT,,,,,,,,,,,,,,,
Switzerland,,1981,5086,,,REG,Fourth Regional Program on Project Implementation & Supervision,SWI,,E,,,100,30 Apr 1981,,21 Oct 1980,09/21/1981,04/30/1981,REG,EDRC,EDAN,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,,,
Switzerland,,1982,476,,,THA,Second Medium-Scale Irrigation Package,SWI,,C,350,,380,10 May 1982,,21 Oct 1980,08/19/1982,05/10/1982,THA,,,Single Donor,PP,C,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1983,517,,,NEP,Rural Cooperatives,SWI,,E,,,250,06 Jun 1983,,21 Oct 1980,05/27/1983,06/06/1983,NEP,,,Single Donor,PP,E,C,,3300,Finance,,,,,,,,,,,,,,,
Switzerland,,1983,537,,,NEP,Eastern Terai Irrigation,SWI,,E,,,560,19 Jul 1983,,21 Oct 1980,08/26/1983,07/19/1983,NEP,,,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1983,539,,,PAK,South Rohri On-Farm Water Management,SWI,,E,,,400, ,,21 Oct 1980,09/08/1983,,PAK,AWD,AWAR,Single Donor,AD,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1983,543,,,PAK,Small Dams,SWI,,E,,,390,31 Aug 1983,,21 Oct 1980,10/13/1983,08/31/1983,PAK,,,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1983,573,,,BHU,Irrigation Rehabilitation,SWI,,E,,,298,02 Mar 1984,,10 Apr 1984,12/20/1983,03/02/1984,BHU,,,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,3011,"Irrigation, Drainage, and Flood Protection",,,,,,,,,,,,,
Switzerland,,1983,5126,,,REG,Joint ADB/ILO (APSDEP) Reg. Sem. on the Training of Instructor Trainers,SWI,,E,,,200,06 Jun 1983,,21 Oct 1980,06/22/1983,06/06/1983,REG,OCRP,PWOD,Single Donor,RE,E,C,,3100,Education,3105,Technical Education and Vocational Skills Training,,,,,,,,,,,,,
Switzerland,,1983,5143,,,REG,Regional Training Program in Vegetable Production and Research,SWI,,E,175,,300,21 Oct 1983,,21 Oct 1980,12/20/1983,10/21/1983,REG,,,Single Donor,RE,E,C,,3000,Agriculture and Natural Resources,3001,Agricultural Production and Markets,,,,,,,,,,,,,
Switzerland,,1984,627,,,PNG,Rural Development,SWI,,E,,,350,10 Apr 1984,,10 Apr 1984,09/26/1984,04/10/1984,PNG,,,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1984,657,,,THA,Provincial Towns Water Supply,SWI,,E,150,,200,10 Apr 1984,,10 Apr 1984,12/26/1984,04/10/1984,THA,IFD,IFWS,Single Donor,PP,E,C,,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,
Switzerland,,1985,665,,,BAN,Khulna Coastal Embankment Rehabilitation,SWI,,E,,,429,09 Jul 1984,,10 Apr 1984,01/09/1985,07/09/1984,BAN,IRDD,IR3,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1985,675,,,THA,Shelter Sector (Including Mgt. Support & Urban Land Mgt.Study),SWI,,E,,,576,02 Aug 1983,,21 Oct 1980,04/23/1985,08/02/1983,THA,,,Single Donor,AD,E,C,,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,
Switzerland,,1985,706,,,BHU,Manpower Development and Training,SWI,,J,337,,350,09 Jul 1985,,10 Apr 1984,09/17/1985,07/09/1985,BHU,AGD,AG4,Single Donor,AD,J,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1985,716,,,THA,Agricultural Development Information Program,SWI,,E,,,298,10 Apr 1984,,10 Apr 1984,11/13/1985,04/10/1984,THA,,,Single Donor,AD,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1986,747,,,SRI,Subsidiary Crops Production and Processing,SWI,,J,150,,250,09 Jul 1985,,10 Apr 1984,02/06/1986,07/09/1985,SRI,,,Single Donor,PP,J,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1986,801,,,NEP,Tea Development,SWI,,J,150,,50,23 Sep 1986,,10 Apr 1984,10/09/1986,09/23/1986,NEP,AGDX,AGIF,Single Donor,PP,J,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1986,812,,,SRI,Institution Building (Irrigation Dept & Irrigation Management),SWI,,J,350,,400,18 Aug 1986,,10 Apr 1984,10/30/1986,08/18/1986,SRI,,,Single Donor,AD,J,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1986,820,,,PHI,National Road Improvement,SWI,,J,,,500,21 Oct 1986,,10 Apr 1984,11/25/1986,10/21/1986,PHI,ORM,IETC,Single Donor,PP,J,C,,3700,Transport and ICT,,,,,,,,,,,,,,,
Switzerland,,1986,5224,,,REG,Regional Community Forestry Training Center at Kasetsart University,SWI,,J,350,,1170,18 Mar 1986,,10 Apr 1984,10/17/1986,03/18/1986,REG,OESD,ENVD,Single Donor,RE,J,C,,3000,Agriculture and Natural Resources,3004,Forestry,,,,,,,,,,,,,
Switzerland,,1987,716,,,THA,Agricultural Development Information Program ,SWI,,E,,,40,14 Oct 1987,,10 Apr 1984,09/23/1987,10/14/1987,THA,,,Single Donor,AD,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1987,898,,,NEP,Secondary Crops Development,SWI,,J,150,,100,02 Sep 1987,,10 Apr 1984,08/25/1987,09/02/1987,NEP,AGD,AG4,Single Donor,PP,J,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1987,916,,,PAK,Swabi Salinity Control and Reclamation,SWI,,J,150,,355,22 Sep 1987,,10 Apr 1984,11/04/1987,09/22/1987,PAK,AWD,AWFN,Single Donor,PP,J,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1987,5224,,,REG,Regional Community Forestry Training Center at Kasetsart University ,SWI,,E,,,350,02 Jul 1987,,10 Apr 1984,07/17/1987,07/02/1987,REG,,,Single Donor,RE,E,C,,3000,Agriculture and Natural Resources,3004,Forestry,,,,,,,,,,,,,
Switzerland,,1987,5253,,,REG,Regional Training Program in Vegetable Production & Research (Phase II),SWI,,J,350,,500,03 Feb 1987,,10 Apr 1984,06/18/1987,02/03/1987,REG,AGD,AG5*,Single Donor,RE,J,C,,3000,Agriculture and Natural Resources,3001,Agricultural Production and Markets,,,,,,,,,,,,,
Switzerland,,1988,657,,,THA,Provincial Towns Water Supply ,SWI,,E,,,40,19 Feb 1988,,10 Apr 1984,03/17/1988,02/19/1988,THA,,,Single Donor,PP,E,C,,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,
Switzerland,,1988,1057,,,PHI,Manila Metropolitan Region Environmental Improvement Study,SWI,,E,,,551,17 Oct 1988,,10 Apr 1984,11/08/1988,10/17/1988,PHI,IFD,IFOD,Single Donor,AD,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1988,1093,,,PHI,Institutional Strengthening of NGOs,SWI,,E,,,490,25 Oct 1988,,10 Apr 1984,12/22/1988,10/25/1988,PHI,AED*,AE1,Single Donor,AD,E,C,,3300,Finance,,,,,,,,,,,,,,,
Switzerland,,1988,1099,,,PAK,Rural Development Strategy for Sind Arid Zone,SWI,,J,350,,400,14 Apr 1988,,10 Apr 1984,12/29/1988,04/14/1988,PAK,AGD,AG5,Single Donor,AD,J,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1988,5284,,,REG,Research on the Management of Sloping Lands for Sustainable Agri.(IBSRAM),SWI,,E,350,,250,16 Feb 1988,,10 Apr 1984,04/14/1988,02/16/1988,REG,AGD,AG2*,Single Donor,RE,E,C,,3000,Agriculture and Natural Resources,3012,Land-Based Natural Resources Management,,,,,,,,,,,,,
Switzerland,,1989,1177,,,BAN,Second Road Improvement,SWI,,E,,,550,21 Dec 1988,,21 Dec 1988,07/11/1989,12/21/1988,BAN,IWD,IWTC,Single Donor,PP,E,C,,3700,Transport and ICT,,,,,,,,,,,,,,,
Switzerland,,1990,1301,,,LAO,Nam Ngum-Luang Prabang Power Transmission (Part C),SWI,,E,,,960,27 Jun 1989,,08 Nov 1989,03/30/1990,06/27/1989,LAO,,,Single Donor,AD,E,PS,,3200,Energy,,,,,,,,,,,,,,,
Switzerland,,1990,5224,,n/a,REG,Regional Community Forestry Training Center at Kasetsart University ,SWI,,E,,,170,04 Mar 1989,,10 Apr 1984,05/11/1990,03/04/1989,REG,,,Single Donor,RE,E,C,,3000,Agriculture and Natural Resources,3004,Forestry,,,,,,,,,,,,,
Switzerland,,1990,5402,,,REG,Training Program in Vegetable Production & Research (Phase III),SWI,,E,400,,500,16 Apr 1990,,21 Dec 1988,08/28/1990,04/16/1990,REG,RMU,AEAR,Single Donor,RE,E,C,,3000,Agriculture and Natural Resources,3001,Agricultural Production and Markets,,,,,,,,,,,,,
Switzerland,,1991,812,,,SRI,Institution Building (Irrigation Dept & Irrigation Management) ,SWI,,J,,,276.4,04 Nov 1991,,10 Apr 1984,08/27/1991,11/04/1991,SRI,,,Single Donor,AD,J,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1991,1477,,,PAK,Third On-Farm Water Management,SWI,,E,,,98,04 Feb 1991,,21 Dec 1998,02/04/1991,02/04/1991,PAK,AGD,AG5,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1992,1301,,,LAO,Nam Ngum-Luang Prabang Power Transmission (Part C) ,SWI,,E,,,1034,26 Aug 1991,,06 Nov 1992,10/14/1992,08/26/1991,LAO,OCRP,PW3,Single Donor,AD,E,PS,,3200,Energy,,,,,,,,,,,,,,,
Switzerland,,1992,1783,,,VAN,Feasibility Study of Construction of Copra & Cocoa Storage Facilities at Santo Wharf,SWI,,E,,,85,26 Aug 1992,,20 Jan 1993,11/16/1992,08/26/1992,VAN,PARD,,Single Donor,PP,E,PS,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Switzerland,,1993,5224,,,REG,Regional Community Forestry Training Center at Kasetsart University ,SWI,,E,,,595,18 Mar 1992,,10 Apr 1984,06/28/1993,03/18/1992,REG,,,Single Donor,RE,E,C,,3000,Agriculture and Natural Resources,3004,Forestry,,,,,,,,,,,,,
Switzerland,,1994,5595,,2663001,REG,Regional Community Forestry Training Center in Kasetsart University,SWI,,J,600,,980,20 Jun 1994,,21 Dec 1988,09/05/1994,06/20/1994,REG,,,Single Donor,RE,J,C,,3000,Agriculture and Natural Resources,3004,Forestry,,,,,,,,,,,GS,,
Switzerland,,1996,2534,,2703402,BAN,Institutional Development of the Directorate for Nonformal Education (Under the Nonformal Education Loan 1390),SWI,,E,,,3768.5,14 Dec 1995,,29 May 1996,07/11/1996,12/14/1995,BAN,SARD,BRM,Single Donor,AD,E,PS,,3100,Education,,,,,,,,,,,,,,,
Switzerland,,1997,5595,,2663001,REG,Regional Community Forestry Training Center in Kasetsart University,SWI,,E,,,1400,12 Jun 1997,,28 Aug 1997,07/14/1997,06/12/1997,REG,MKRD,MKAE,Single Donor,RE,E,PS,,3000,Agriculture and Natural Resources,3004,Forestry,,,,,,,,,,,GS,,
Switzerland,,1998,5595,,,REG,Regional Community Forestry Training Center in Kasetsart University ,SWI,,E,,,700,23 Jul 1998,, ,12/09/1998,07/23/1998,REG,MKRD,MKAE,Single Donor,RE,E,PS,,3000,Agriculture and Natural Resources,3004,Forestry,,,,,,,,,,,GS,,
Switzerland,,1998,5783,,3111101,REG,Strategic Environmental Framework for the Greater Mekong Subregion,SWI,,J,600,,1000,18 Mar 1998,,01 Oct 1998,03/20/1998,03/18/1998,REG,SDCC,SDES,Single Donor,RE,J,PS,,3000,Agriculture and Natural Resources,3013,Water-Based Natural Resources Management,,,,,,,,,,,S,,
Switzerland,,1999,5878,,3309901,REG,Regional Cooperation on Sustainable Mountain Development in Central Asia,SWI,,J,230,,150, ,, ,12/16/1999,,REG,SDCC,SDES,Single Donor,RE,J,PS,,3000,Agriculture and Natural Resources,3012,Land-Based Natural Resources Management,,,,,,,,,,,GS,,
Switzerland,,2007,6438,,41138-012,REG,Implementation of the Technical Support Facility under the CMI,SWI,,J,,,300, ,, ,12/18/2007,,REG,SDCC,SDAS,Single Donor,R-RD,J,C,,3200,Energy,3214,Energy Efficiency and Conservation,,Economic Growth,Environmental Sustainability,,,,,,,,Highly Successful,,
Technical Assistance Grant Fund (NOR) II,Technical Assistance Grant Fund (NOR) II,1999,3331,,3230701,LAO,Capacity Building for Urban Development Administration Authorities,Technical Assistance Grant Fund (NOR) II,,E,,,600, ,, ,12/10/1999,,LAO,MKRD,MKSS,Single Donor,AD,E,C,,3600,Public Sector Management,3604,Decentralization,,,,,,,,,,,GS,,
Technical Assistance Grant Fund (NOR) II,Technical Assistance Grant Fund (NOR) II,1999,5887,,3311001,REG,Improving the Role of Labor Standards in Selected DMCs,Technical Assistance Grant Fund (NOR) II,,J,300,,100, ,, ,12/23/1999,,REG,SDCC,RSCG,Single Donor,RE,J,C,,3400,Health and Social Protection,3405,Social Protection,,,,,,,,,,,S,,
Technical Assistance Grant Fund (NOR) II,Technical Assistance Grant Fund (NOR) II,1999,5899,,3303201,REG,Subregional Environmental Management Information System - Phase 2 (SEMIS II),Technical Assistance Grant Fund (NOR) II,,J,100,,500, ,, ,12/29/1999,,REG,SERD,SEAE,Single Donor,RE,J,C,,3000,Agriculture and Natural Resources,3012,Land-Based Natural Resources Management,,,,,,,,,,,GS,,
Technical Assistance Grant Fund (NOR) II,Technical Assistance Grant Fund (NOR) II,2000,5920,,3409201,REG,Regional Indicative Master Plan on Power Interconnection in the GMS,Technical Assistance Grant Fund (NOR) II,,J,158,,742, ,, ,07/10/2000,,REG,MKRD,MKID,Single Donor,RE,J,C,,3200,Energy,3211,Electricity Transmission and Distribution,,,,,,,,,,,S,,
