,Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
1934,2014,8746,REG,Central Asia Regional Economic Cooperation: Working with the Private Sector in Trade Facilitation (Phase 2),PATA,J,C,Industry and Trade,Special Fund,ADB,500.00,RCIF,,30-Oct-2014
1935,2014,8748,REG,Support for Implementing the Action Plan for Transport and Trade Facilitation in the Greater Mekong Subregion (Subproject 2),PATA,E,PS,Industry and Trade,Bilateral,Single Donor,"3,700.00",Australia,15-Oct-2014,28-Oct-2014
1936,2014,8750,TIM,Urban Services Improvement Sector,PPTA,J,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,180.00,UFPF-UEIF,11-Jun-2014,07-Nov-2014
1937,2014,8756,SOL,Solar Power Development,PPTA,E,PS,Energy,Global Fund,Multidonor,500.00,SCF-SREP,27-Jun-2014,07-Nov-2014
1938,2014,8757,MON,Preparation of an Investment Plan for Scaling up Renewable Energy,CDTA,E,PS,Energy,Global Fund,Multidonor,300.00,SCF-SREP,18-Aug-2014,14-Nov-2014
1939,2014,8758,MYA,Third Greater Mekong Subregion Corridor Towns Development,PPTA,J,C,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,350.00,NET-WFPF,,17-Nov-2014
1940,2014,8758,MYA,Third Greater Mekong Subregion Corridor Towns Development,PPTA,J,C,Water and Other Urban Infrastructure and Services,Special Fund,ADB,500.00,RCIF,,17-Nov-2014
1941,2014,8760,IND,Capacity Building for the Additional Skill Acquisition Program,CDTA,E,C,Education,Bilateral,Single Donor,"1,500.00",JFPR,,19-Nov-2014
1942,2014,8763,REG,Results for Malaria Elimination and Control of Communicable Disease Threats in Asia and the Pacific,CDTA,E,C,Health,Multi-Donor Trust Fund,Multidonor,"18,000.00",HFPF-RMTF,,20-Nov-2014
1943,2014,8773,CAM,Capacity Development for Public-Private Partnerships,CDTA,E,C,Transport,Bilateral,Single Donor,"1,000.00",JFPR,20-Dec-2013,27-Nov-2014
1944,2014,8774,REG,Education and Skills for Employment in Central and West Asia,R-CDTA,E,C,Education,Bilateral,Single Donor,"1,000.00",JFPR,17-Jun-2014,03-Dec-2014
1945,2014,8785,REG,Mekong Business Initiative,R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,"10,000.00",Australia,,03-Dec-2014
1946,2014,8789,REG,Central Asia Regional Economic Cooperation: Knowledge Sharing and Services in Transport and Transport Facilitation,PATA,J,C,Transport,Bilateral,Single Donor,400.00,PRC-PR Fund,10-Dec-2014,12-Dec-2014
1947,2014,8797,REG,Promoting Gender Equality and Women's Empowerment (Phase 2),CDTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,"1,100.00",GDCF,23-Oct-2014,11-Dec-2014
1948,2014,8800,PAK,Balochistan Water Resources Development,PPTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,"1,100.00",JFPR,27-Aug-2014,15-Dec-2014
1949,2014,8802,MON,Strategic Planning for Peatlands,CDTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,400.00,JFPR,07-Nov-2014,12-Dec-2014
1950,2014,8803,BAN,Strengthening Monitoring and Enforcement in the Meghna River for Dhaka's Sustainable Water Supply,CDTA,J,C,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,"1,000.00",JFPR,07-Nov-2014,12-Dec-2014
1951,2014,8808,AFG,Renewable Energy Development,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CEF-CEFPF,,12-Dec-2014
1952,2014,8812,REG,Enhanced Use of Disaster Risk Information for Decision Making in Southeast Asia,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",IDRMF,,11-Dec-2014
1953,2014,8813,REG,Information and Communication Technology for Development Initiative Facility in Asia and the Pacific,CDTA,J,C,Information and Communication Technology,Bilateral,Single Donor,500.00,EAKPF,30-Oct-2014,16-Dec-2014
1954,2014,8824,REG,Enhancing Roles of Supreme Audit Institutions in Selected Association of Southeast Asian Nations Countries,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,800.00,JFPR,27-Aug-2014,12-Dec-2014
1955,2014,8830,REG,Harmonizing the Greater Mekong Subregion Power Systems to Facilitate Regional Power Trade,PATA,J,C,Energy,Bilateral,Single Donor,500.00,PRC-PR Fund,10-Dec-2014,16-Dec-2014
1956,2014,8836,REG,Building Capacity for Enhanced Connectivity in Southeast Asia,CDTA,J,C,Transport,Bilateral,Single Donor,500.00,EAKPF,30-Oct-2014,18-Dec-2014
1957,2014,8841,MON,Darkhan Urban Utility Institutional Improvement Action Plan,CDTA,E,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,400.00,UFPF-UEIF,,16-Dec-2014
1958,2014,8848,LAO,"Strengthening Access to Finance for Micro, Small, and Medium-Sized Enterprises",CDTA,E,C,Finance,Bilateral,Single Donor,"1,500.00",JFPR,28-Oct-2014,17-Dec-2014
1959,2014,8850,MON,Ensuring Inclusiveness and Service Delivery for Persons with Disabilities,PPTA,E,C,Health,Bilateral,Single Donor,"1,000.00",JFPR,07-Nov-2014,12-Dec-2014
1960,2014,8867,REG,Strengthening Disaster Resilience of Small and Medium Enterprises in Southeast Asia,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,225.00,IDRMF,25-Sep-2014,22-Dec-2014
1961,2014,8868,REG,Strengthening Disaster Resilience in Selected Urban Areas of Southeast Asia,R-RDTA,J,C,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,25.00,IDRMF,,24-Dec-2014
1962,2014,8868,REG,Strengthening Disaster Resilience in Selected Urban Areas of Southeast Asia,R-RDTA,J,PS,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,200.00,GIZ,,24-Dec-2014
1963,2015,6445,REG,Support for Implementation of the Second Governance and Anticorruption Action Plan (2nd Supplementary),PATA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,272.00,GCF,,10-Jun-2015
1964,2015,7881,BHU,Developing a Revenue Administration Management Information System,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,150.00,EAKPF,05-Jun-2015,05-Aug-2015
1965,2015,7914,REG,Harnessing Climate Change Mitigation Initiatives to Benefit Women (2nd Supplementary),R-CDTA,J,PS,Multisector,Multilateral,Multidonor,450.00,NDF,07-Jul-2015,11-Aug-2015
1966,2015,8000,MLD,Capacity Development of the Maldives Energy Authority (Supplementary),CDTA,J,PS,Energy,Global Fund,Multidonor,400.00,SCF-SREP,07-Jul-2014,26-Mar-2015
1967,2015,8007,IND,Advanced Project Preparedness for Poverty Reduction - West Bengal North South Road Corridor (Subproject 18) (2nd Supplementary),PPTA,J,PS,Transport and ICT,Bilateral,Single Donor,100.00,United Kingdom,,23-Sep-2015
1968,2015,8007,IND,Advanced Project Preparedness for Poverty Reduction - West Bengal North South Road Corridor (Subproject 18) (Supplementary),PPTA,J,PS,Transport and ICT,Bilateral,Single Donor,95.00,United Kingdom,01-May-2015,25-May-2015
1969,2015,8088,REG,"Enhancing Engagement with Pacific Developing Member Countries, Phase 2 (Supplementary)",R-CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,825.03,Australia,14-May-2015,24-Jun-2015
1970,2015,8106,PHI,Enhancing Social Protection through Community-Driven Development Approach (Supplementary),PATA,J,C,"Agriculture, Natural Resources and Rural Development",Global Fund,Multidonor,750.00,TYMTF,03-Jul-2015,17-Aug-2015
1971,2015,8173,NEP,Supporting the Strengthening Public Management Program (Supplementary),CDTA,E,PS,Public Sector Management,Bilateral,Single Donor,600.00,DFID,26-Sep-2012,10-Dec-2015
1972,2015,8189,REG,Implementation of Sustainable Transport in Asia and the Pacific — New Approaches to Implement Sustainable Low Carbon Transport in Asia and the Pacific Region (Subproject 5) (2nd Supplementary),R-CDTA,J,PS,Transport,Multilateral,Multidonor,621.90,NDF,13-Nov-2014,18-Feb-2015
1973,2015,8254,REG,Enhancing Economic Analysis and South-South Learning,PATA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,05-Jun-2015,06-Jul-2015
1974,2015,8254,REG,Enhancing Economic Analysis and South-South Learning,PATA,J,C,Public Sector Management,Special Fund,ADB,500.00,RCIF,,06-Jul-2015
1975,2015,8351,IND,Advanced Project Preparedness for Poverty Reduction—Preparing the Second Power Sector Investment for Assam (Subproject 28) (Supplementary),PPTA,E,PS,Energy,Bilateral,Single Donor,225.00,UKG,12-Mar-2015,29-May-2015
1976,2015,8362,PNG,Strategic Program for Climate Resilience Implementation (Supplementary),PPTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,200.00,SCF-PPCR,,09-Nov-2015
1977,2015,8378,REG,"Pacific Private Sector Development Initiative, Phase III",R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,"8,080.00",Australia,11-Dec-2014,15-Jun-2015
1978,2015,8392,REG,Provision of Knowledge Products and Services to Developing Member Countries through Systematic Knowledge Sharing (Supplementary),CDTA,E,C,Energy,Bilateral,Single Donor,225.00,PRC-PR Fund,23-Jul-2015,03-Nov-2015
1979,2015,8401,AFG,Gas Development Master Plan (Supplementary),PATA,J,C,Energy,Multi-Donor Trust Fund,Multidonor,200.00,AITF,27-May-2015,08-Jun-2015
1980,2015,8472,MYA,Mandalay City Urban Services Improvement (Supplementary),PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,300.00,FRA-AFD GMS Fund,,17-Aug-2015
1981,2015,8483,REG,Asia Energy Efficiency Accelerator (Supplementary),R-CDTA,J,PS,Energy,Bilateral,Single Donor,100.00,USA,19-May-2015,24-Jun-2015
1982,2015,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific (3rd Supplementary),CDTA,J,PS,Health,Bilateral,Single Donor,617.20,Australia,28-May-2015,28-Aug-2015
1983,2015,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific (3rd Supplementary),CDTA,J,PS,Health,Private Sector,Single Donor,"2,409.20",Bill and Melinda Gates Foundation,28-Nov-2014,28-Aug-2015
1984,2015,8488,PAK,Khyber Pakhtunkhwa Water Resources Sector,PPTA,J,C,"Agriculture, Natural Resources and Rural Development",Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,17-Jun-2015,03-Jul-2015
1985,2015,8536,PHI,Support for Post Typhoon Yolanda Disaster Needs Assessment and Response (Supplementary),PATA,J,C,Public Sector Management,Bilateral,Single Donor,160.00,IDRMF,24-Sep-2015,12-Oct-2015
1986,2015,8550,REG,Inclusive Business Support (Supplementary),CDTA,J,PS,Multisector,Bilateral,Single Donor,160.00,GIZ,,17-Dec-2015
1987,2015,8556,REG,Supporting the Cities Development Initiative for Asia (Supplementary),CDTA,J,PS,Multisector,Bilateral,Single Donor,300.00,AUT,,30-Oct-2015
1988,2015,8570,REG,Support to Community-Based Disaster Risk Management in Southeast Asia (Supplementary),CDTA,J,C,Public Sector Management,Bilateral,Single Donor,750.00,IDRMF,,10-Nov-2015
1989,2015,8636,REG,Mainstreaming Results-Based Public Sector Management—Supporting the Initiatives of the Asia-Pacific Community of Practice on Managing for Development Results (Supplementary),R-CDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,50.63,MFDR,,30-Jun-2015
1990,2015,8670,AZE,Solid Waste Management Project for Intermediary Cities (Supplementary),PPTA,J,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,225.00,UFPF-UEIF,23-Oct-2015,03-Dec-2015
1991,2015,8749,IND,Advanced Project Preparedness for Poverty Reduction—Capacity Development of Institutions in the Urban Sector in Rajasthan (Subproject 32) (Supplementary),CDTA,J,PS,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,225.00,UKG,,09-Apr-2015
1992,2015,8819,REG,Sector and Thematic Analyses in Policy Development (Supplementary),CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,90.00,Australia,,02-Dec-2015
1993,2015,8836,REG,Building Capacity for Enhanced Connectivity in Southeast Asia,CDTA,J,C,Transport,Bilateral,Single Donor,250.00,PRC-PR Fund,10-Dec-2014,28-May-2015
1994,2015,8872,PRC,Sustainable and Climate-Resilient Land Management in the Western Regions,CDTA,E,PS,"Agriculture, Natural Resources and Rural Development",Global Fund,Multidonor,"5,250.78",GEF,16-Jun-2014,09-Jan-2015
1995,2015,8874,MON,Sustainable Forest Management to Improve Livelihood of Local Communities,CDTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,"2,000.00",JFPR,07-Nov-2014,13-Jan-2015
1996,2015,8875,ARM,Solid Waste Management Solutions for Remote and Small Communities,PATA,E,C,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,550.00,JFPR,20-Dec-2013,28-Jan-2015
1997,2015,8877,INO,Tax Revenue Administration Modernization and Policy Improvement in Local Governments,CDTA,E,PS,Public Sector Management,Bilateral,Multidonor,"5,000.00",SECO,,12-Feb-2015
1998,2015,8881,REG,Capacity Building for Developing Qualification Frameworks under the Mutual Recognition Agreements to Support the ASEAN Economic Community by 2015 and Beyond,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,200.00",JFPR,09-Jul-2014,06-Mar-2015
1999,2015,8884,REG,Applying Space-Based Technology and Information and Communication Technology to Strengthen Disaster Resilience,CDTA,E,C,Information and Communication Technology,Bilateral,Single Donor,"2,000.00",JFPR,21-Oct-2014,31-Mar-2015
2000,2015,8897,REG,Climate-Friendly Agribusiness Value Chains Sector,PPTA,J,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,"1,000.00",CEFPF-CCFPSA,,12-May-2015
2001,2015,8897,REG,Climate-Friendly Agribusiness Value Chains Sector,PPTA,J,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,"1,500.00",ACEF,,12-May-2015
2002,2015,8898,REG,Regional Capacity Development for Strengthening Resilience to Climate Change in the Health Sector in the Greater Mekong Subregion,CDTA,E,PS,Health,Multilateral,Multidonor,"4,360.00",NDF,26-Jan-2015,26-May-2015
2003,2015,8899,IND,Strengthening Capacity of the National Urban Health Mission,CDTA,E,C,Health,Bilateral,Single Donor,"2,000.00",JFPR,,28-May-2015
2004,2015,8902,VIE,Capacity Building for Project Management Unit Professionalization,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,500.00",JFPR,27-Aug-2014,22-May-2015
2005,2015,8905,REG,Enhancing Association of Southeast Asian Nations Capital Market Integration,CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",ICFF,12-Mar-2015,11-Jun-2015
2006,2015,8908,REG,Infrastructure Public-Private Partnership Pipeline Development Support,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,750.00,PRC-PR Fund,10-Dec-2014,23-Jun-2015
2007,2015,8913,REG,Promoting Urban Climate Change Resilience in Selected Asian Cities - Developing Integrated Urban Development Plans in Selected DMC Cities Incorporating Urban Climate Change Resilience Principles (Subproject 1),CDTA,E,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,"3,950.00",UCCRTF,17-Nov-2014,26-Jun-2015
2008,2015,8919,PRC,Hunan Xiangjiang River Watershed Existing Solid Waste Comprehensive Treatment,PPTA,J,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,225.00,UEIF,24-Apr-2015,02-Jul-2015
2009,2015,8921,MYA,Renewable Energy for the Nationwide Telecommunications,CDTA,E,C,Energy,Bilateral,Single Donor,"1,000.00",CEFPF-CCFPSA,,30-Jun-2015
2010,2015,8922,PRC,Xinjiang Changji Integrated Urban-Rural Infrastructure Demonstration (Supplementary),PPTA,J,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,200.00,UEIF,02-Jul-2015,01-Oct-2015
2011,2015,8922,PRC,Xinjiang Changji Integrated Urban-Rural Infrastructure Demonstration,PPTA,J,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,130.00,MDTF-WFPF,03-Jul-2015,06-Jul-2015
2012,2015,8925,REG,Capacity Development for Expansion of the Trade Finance Program into the Pacific and Enhanced Safeguards and Integrity Measures for Trade Finance Program Banks,CDTA,E,PS,Industry and Trade,Bilateral,Single Donor,"2,735.00",AUS,,03-Jul-2015
2013,2015,8927,BAN,Enabling Poor Women's Benefits from Enhanced Access to Energy in Hatiya Island,CDTA,E,C,Energy,Bilateral,Single Donor,500.00,EAKPF,30-Jan-2015,10-Jul-2015
2014,2015,8931,MON,Education Sector Development,CDTA,E,C,Education,Bilateral,Single Donor,"1,000.00",JFPR,04-Jun-2015,16-Jul-2015
2015,2015,8937,IND,Capacity Building of the Indian Renewable Energy Development Agency,CDTA,E,C,Finance,Bilateral,Single Donor,750.00,ACEF,09-Jun-2015,06-Aug-2015
2016,2015,8939,MON,Concessions for Ulaanbaatar’s Municipal Services,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,700.00,JFPR,13-Apr-2015,11-Aug-2015
2017,2015,8940,PRC,Municipality-Level Public–Private Partnership Operational Framework for Chongqing,PATA,E,PS,Public Sector Management,Multilateral,Multidonor,350.00,PPIAF,,11-Aug-2015
2018,2015,8942,CAM,Strengthening Capacity Development for National Skills Development,CDTA,E,C,Education,Bilateral,Single Donor,"1,000.00",JFPR,21-Oct-2014,13-Aug-2015
2019,2015,8944,REG,Promoting Sustainable Energy for All in Asia and the Pacific-Renewable Energy Mini-grids and Distributed Power Generation (Subproject A),R-RDTA,E,PS,Energy,Global Fund,Multidonor,"3,500.00",CTF,10-Oct-2014,14-Aug-2015
2020,2015,8946,REG,Promoting Sustainable Energy for All in Asia and the Pacific-Energy Access for Urban Poor (Subproject B),R-RDTA,E,PS,Energy,Bilateral,Single Donor,"2,000.00",AUT,01-Dec-2014,14-Aug-2015
2021,2015,8947,REG,Enhancing the Capacity of the Asian Financial Sector through the Asia-Pacific Economic Cooperation Financial Regulators Training Initiative,R-CDTA,J,C,Finance,Special Fund,ADB,450.00,RCIF,27-May-2015,25-Aug-2015
2022,2015,8949,IND,Supporting the Preparation and Implementation of the Comprehensive Integrated Master Plan of the Vizag-Chennai Industrial Corridor,CDTA,E,C,Transport,Bilateral,Single Donor,"2,000.00",JFPR,09-Jun-2015,03-Sep-2015
2023,2015,8953,REG,Promoting Sustainable Energy for All in Asia and the Pacific-Sustainable Energy for All Regional Hub for Asia and the Pacific (Subproject C),CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,500.00",CEF-CEFPF,18-Mar-2015,10-Sep-2015
2024,2015,8954,REG,Promoting Sustainable Energy for All in Asia and the Pacific—Project Development and Investment Facilitation (Subproject D),CDTA,E,PS,Energy,Bilateral,Single Donor,738.00,AUT,11-Jun-2015,10-Sep-2015
2025,2015,8955,AFG,Building Resilience to Fragility in ADB-Supported Projects,CDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,"1,450.00",AITF,19-May-2015,14-Sep-2015
2026,2015,8956,BAN,Capacity Building of Management in Education and Skills Programs,CDTA,E,C,Education,Bilateral,Single Donor,"1,500.00",JFPR,01-Jul-2015,18-Sep-2015
2027,2015,8959,REG,Malaria and Communicable Diseases Control in the Greater Mekong Subregion,CDTA,E,C,Health,Multi-Donor Trust Fund,Multidonor,"4,500.00",HFPF-RMTF,23-Jul-2015,23-Sep-2015
