Partner,Year,Approval Numbers CoFin,Proj No,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF,Total,Grants,Loans,Commercial,Total CF
U.S.A.,1979,0396,,BAN,Ashuganj Fertilizer (Supplementary),SARD,BRM,04/26/1979,,,,,0,,23,,23
U.S.A.,1983,0660,,PAK,Guddu Combined Cycle,CWRD,,11/01/1983,,,,,0,,52,,52
U.S.A.,1986,0824,,PAK,WAPDA Tenth Power (Sector),CWRD,,11/01/1986,,,,,0,,60,,60
U.S.A.,1990,1070,,BAN,Small and Cottage Industry,SARD,,12/18/1990,,,,,0,,0.27,,0.27
U.S.A.,1990,1071,,BAN,Agriculture and Rural Credit,SARD,SAGF,11/01/1990,,,,,0,,3,,3
U.S.A.,1992,1161,,IND,Power Efficiency (Sector),SARD,,11/01/1992,,,,,0,,14,,14
U.S.A.,1994,1311,,NEP,Irrigation Management Transfer,SARD,SAAE,11/01/1994,,,,,0,4.6,,,4.6
U.S.A.,1998,1605,,INO,Central Sulawesi Integrated Area Dev & Conservation,SERD,SEAE,01/27/1998,,,,,0,1.37,,,1.37
U.S.A.,1998,1663-1665,,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,SERD,SEOC,12/16/1998,,,,,0,0.89,,,0.89
U.S.A.,1999,1694,,RMI,Ebeye Health and Infrastructure,PARD,,08/12/1999,,,,,0,0.47,,,0.47
U.S.A.,2000,1739,,PHI,Grains Sector Development Program,SERD,SERD,04/24/2000,,,,,0,0.6,,,0.6
U.S.A.,2000,1746,,PHI,Pasig River Environmental Management and Rehabilitation SDP (Investment Loan),SERD,,07/20/2000,,,,,0,0.5,,,0.5
U.S.A.,2004,2146,30403,PRC,Coal Mine Methane Development,EARD,EAEN,12/20/2004,,,,,0,0.5,,,0.5
U.S.A.,2009,2114/0155,37644,TAJ,Regional Customs Modernization and Infrastructure Development,CWRD,CWPF,08/12/2009,,,,,0,1.6,,,1.6
WFP,,,,,,,,,0,0,0,0,0,1.1,0,0,1.1
WFP,2000,1824,,CAM,Emergency Flood Rehabilitation,SERD,SEOC,12/21/2000,,,,,0,1.1,,,1.1
WFPF-SFPTF,,,,,,,,,0,0,0,0,0,4.9,0,0,4.9
WFPF-SFPTF,2014,3133/0394/0395/8284,44212-013,BAN,Coastal Towns Environmental Infrastructure,SARD,SAUW,06/27/2014,,,,,0,1.6,,,1.6
WFPF-SFPTF,2014,3157/0405/8304,35173-013,NEP,Third Small Towns Water Supply and Sanitation Sector,SARD,SAUW,09/19/2014,,,,,0,1.3,,,1.3
WFPF-SFPTF,2014,3182/3183/0413,42267-026,IND,Rajasthan Urban Sector Development Program,SARD,SAUW,10/24/2014,,,,,0,2,,,2
WHO,,,,,,,,,0,0,0,0,0,3.28,0,0,3.28
WHO,1980,0504,,BAN,Public Health Program,SARD,,12/22/1980,,,,,0,0.15,,,0.15
WHO,2000,1777,,VIE,Rural Health,SERD,SESS,11/09/2000,,,,,0,0.3,,,0.3
WHO,2005,0025-0027,,REG,GMS: Regional Communicable Diseases Control,SERD,SESS,11/21/2005,,,,,0,0.9,,,0.9
WHO,2010,0236,,MON,Fourth Health Sector Development,EARD,,11/29/2010,,,,,0,0.45,,,0.45
WHO,2011,2785/0259/8274,41509-013,PNG,Rural Primary Health Services Delivery,PARD,PAUS,09/30/2011,,,,,0,1,,,1
WHO,2012,2963,45009-002,MON,Fifth Health Sector Development,EARD,EASS,12/10/2012,,,,,0,0.48,,,0.48
World Bank,,,,,,,,,0,0,0,0,0,181.77,19665.5,0,19847.27
World Bank,1970,0033,36252,INO,Pusri Fertilizer Plant Expansion,SERD,SERD,06/04/1970,,,,,0,,35,,35
World Bank,1973,0137,,THA,Bangkok Water Supply,SERD,SESS,07/24/1973,,,,,0,,55,,55
World Bank,1973,0171-0172,40641,PAK,Multan Fertilizer,CWRD,,12/19/1973,,,,,0,,35,,35
World Bank,1975,0217,44236-01,BAN,Ashuganj Fertilizer,SARD,BRM,02/20/1975,,,,,0,,33,,33
World Bank,1978,0345,,FIJ,Second Power,PARD,PARD,06/29/1978,,,,,0,,15.6,,15.6
World Bank,1978,0351,,PHI,Second Manila Water Supply,SERD,,09/07/1978,,,,,0,,85,,85
World Bank,1979,0396,,BAN,Ashuganj Fertilizer (Supplementary),SARD,BRM,04/26/1979,,,,,0,,29,,29
World Bank,1980,0457,,PHI,Manila Sewerage,SERD,,06/24/1980,,,,,0,,63,,63
World Bank,1980,0459,,INO,Second Java EHV Transmission,SERD,SEID,06/26/1980,,,,,0,,90.5,,90.5
World Bank,1980,0485,,SAM,Agricultural Development,PARD,,11/27/1980,,,,,0,,2,,2
World Bank,1980,0505,,PAK,Load Despatch and Transmission,CWRD,,12/22/1980,,,,,0,,45,,45
World Bank,1980,0508,,SOL,Development Bank of Solomon Islands,PARD,,12/22/1980,,,,,0,,1.5,,1.5
World Bank,1981,0541,,BAN,Chittagong Urea Fertilizer,SARD,BRM,11/01/1981,,,,,0,,15,,15
World Bank,1982,0570,,PAK,Telecommunications,CWRD,,06/17/1982,,,,,0,,40,,40
World Bank,1982,0587,,BAN,Ashuganj Thermal Power Generation,SARD,,10/21/1982,,,,,0,,92,,92
World Bank,1982,0613,,THA,Second Power System Expansion,SERD,SEID,12/09/1982,,,,,0,,4.96,,4.96
World Bank,1983,0632,,VAN,Agricultural Extension and Training,PARD,,08/04/1983,,,,,0,,2,,2
World Bank,1983,0646,,SOL,Agricultural Development,PARD,,10/29/1983,,,,,0,,3.5,,3.5
World Bank,1984,0680,,PHI,Agricultural Inputs Program,SERD,SEAE,03/27/1984,,,,,0,,150,,150
World Bank,1984,0700,17055,PAK,Left Bank Outfall Drain (Stage I),CWRD,SAAE,10/25/1984,,,,,0,,150,,150
World Bank,1984,0704,,SOL,Guadalcanal Road Improvement,PARD,,11/06/1984,,,,,0,,2,,2
World Bank,1984,0707,,SAM,Development Bank of Western Samoa V,PARD,,11/15/1984,,,,,0,,2,,2
World Bank,1984,0712,,SRI,Plantation Sector,SARD,SAAE,12/04/1984,,,,,0,,55,,55
World Bank,1985,0739,,FIJ,Second Fiji Development Bank,PARD,,07/16/1985,,,,,0,,6.5,,6.5
World Bank,1985,0752,18155,SAM,Multiproject Loan,PARD,,11/19/1985,,,,,0,,2.5,,2.5
World Bank,1985,0761,,PAK,Second Telecommunications,CWRD,,11/28/1985,,,,,0,,100,,100
World Bank,1985,0766,,VAN,Multi-Project,PARD,,12/05/1985,,,,,0,,2,,2
World Bank,1986,0793,,PAK,Karachi Urban Development,CWRD,,10/14/1986,,,,,0,,69.87,,69.87
World Bank,1986,0813,,SAM,Afulilo Hydroelectric,PARD,,12/14/1986,,,,,0,,3,,3
World Bank,1986,0824,,PAK,WAPDA Tenth Power (Sector),CWRD,,12/18/1986,,,,,0,,100,,100
World Bank,1987,0873,,SRI,Small and Medium Industries,SARD,,12/08/1987,,,,,0,,15,,15
World Bank,1988,0896,,SRI,Development Financing II,SARD,SAGF,08/04/1988,,,,,0,,40,,40
World Bank,1989,0943,,THA,Second Highway (Sector),SERD,,01/12/1989,,,,,0,,87,,87
World Bank,1989,0957,,PAK,Flood Damage Restoration,CWRD,SAAE,03/30/1989,,,,,0,,40,,40
World Bank,1989,0960,,SAM,Second Telecommunications,PARD,,06/01/1989,,,,,0,,4.6,,4.6
World Bank,1989,0986,22229,PHI,Angat Water Supply Optimization,SERD,SESS,11/14/1989,,,,,0,,52.4,,52.4
World Bank,1989,0990,,TON,Fourth Tonga Development Bank,PARD,,11/29/1989,,,,,0,,3,,3
World Bank,1989,0991,,PHI,Hopewell Energy (Phils.) Corp.,PSOD,,11/23/1989,,,,,0,,10,,10
World Bank,1989,1005,,FIJ,Low Income Housing Development,PARD,,12/21/1989,,,,,0,,16.2,,16.2
World Bank,1990,1036,,IND,Calcutta Electric Supply Co. Ltd. (CESC),SARD,,10/04/1990,,,,,0,,20,,20
World Bank,1990,1038,,SRI,Second Telecommunications,SARD,,10/18/1990,,,,,0,,58,,58
World Bank,1990,1044,23373,PAK,Agricultural Credit,CWRD,SAGF,11/06/1990,,,,,0,,150,,150
World Bank,1990,1045,,BAN,Food Crops Development Program,SARD,SAAE,11/06/1990,,,,,0,,75,,75
World Bank,1990,1065,,PHI,Avantex Mill Corporation,PSOD,,12/11/1990,,,,,0,,11.25,,11.25
World Bank,1990,1071,,BAN,Agriculture and Rural Credit,SARD,SAGF,11/01/1990,,,,,0,,50,,50
World Bank,1991,1084,,SRI,Second Small and Medium Industries,SARD,,05/30/1991,,,,,0,,45,,45
World Bank,1991,1098,,THA,Fourth Highway (Sector),SERD,SEID,09/17/1991,,,,,0,,87,,87
World Bank,1991,1109,,MON,Special Assistance,EARD,,10/29/1991,,,,,0,,30,,30
World Bank,1991,1117,,IND,Gandhar Field Development,SARD,,11/14/1991,,,,,0,,14.4,,14.4
World Bank,1991,1142,,IND,CESC Limited II,SARD,,12/13/1991,,,,,0,,32,,32
World Bank,1992,1151,,THA,Seventh Power Distribution,SERD,SEID,01/09/1992,,,,,0,,109.1,,109.1
World Bank,1992,1161,,IND,Power Efficiency (Sector),SARD,,11/01/1992,,,,,0,,265,,265
World Bank,1992,1164/8135/8137,22138,FIJ,Second Road Upgrading,PARD,,06/18/1992,,,,,0,,15,,15
World Bank,1992,1169,25370,THA,Bongkot Gas Transmission,SERD,SEID,07/02/1992,,,,,0,,91.88,,91.88
World Bank,1992,1172,,INO,Power XXII,SERD,SEID,08/04/1992,,,,,0,,357.8,,357.8
World Bank,1992,1176,,THA,Fifth Highway (Sector),SERD,,08/18/1992,,,,,0,,177.5,,177.5
World Bank,1992,1209,,PAK,Flood Damage Restoration (Sector),CWRD,SAAE,12/15/1992,,,,,0,,139.57,,139.57
World Bank,1993,1222,,IND,Gas Flaring Reduction,SARD,,03/30/1993,,,,,0,,450,,450
World Bank,1993,1225,,PNG,Population and Family Planning,PARD,,04/01/1993,,,,,0,6.9,,,6.9
World Bank,1993,1228,,SAM,Afulilo Hydroelectric (Supplementary),PARD,,04/22/1993,,,,,0,,1,,1
World Bank,1993,1230,,PHI,Hopewell Power (Philippines) Corp.,PSOD,PSOD,05/18/1993,,,,,0,,60,,60
World Bank,1993,1246,,THA,Eighth Power Distribution (Sector),SERD,SEID,08/19/1993,,,,,0,,110.8,,110.8
World Bank,1993,1276,26347,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,,,,,0,,112.2,,112.2
World Bank,1994,1298,22237,BAN,Jamuna Bridge,SARD,SATC,03/08/1994,,,,,0,,199.11,,199.11
World Bank,1994,1301,,PAK,Social Action Program (Sector),CWRD,,06/23/1994,,,,,0,,200,,200
World Bank,1994,1331,,PHI,Women's Health & Safe Motherhood,SERD,SESS,11/10/1994,,,,,0,,18,,18
World Bank,1995,1390,,BAN,Nonformal Education,SARD,SASS,09/29/1995,,,,,0,,7.82,,7.82
World Bank,1995,1391,,THA,Second Regional Roads (Sector),SERD,SEID,09/29/1995,,,,,0,,150,,150
World Bank,1995,1398,,PHI,Northern Luzon Transmission & Generation,SERD,SEID,11/02/1995,,,,,0,,109.5,,109.5
World Bank,1995,1413,,PAK,National Drainage Program,CWRD,SAAE,12/12/1995,,,,,0,,285,,285
World Bank,1996,1424,,PAK,Ghazi-Barotha Hydropower,CWRD,SAEN,01/18/1996,,,,,0,,350,,350
World Bank,1996,1430,,NEP,Himal Power,PSOD,PSOD,11/01/1996,,,,,0,,32.1,,32.1
World Bank,1996,1433,,INO,Industrial Technology & Human Resources Dev.,SERD,,03/28/1996,,,,,0,,47,,47
World Bank,1996,1443,,KGZ,Power & District Heating Rehab.,CWRD,,06/06/1996,,,,,0,,17.2,,17.2
World Bank,1996,1460,,VIE,Population and Family Health,SERD,,09/19/1996,,,,,0,,44.59,,44.59
World Bank,1996,1493,,PAK,Social Action Program (Sector) Project II,CWRD,,11/28/1996,,,,,0,,250,,250
World Bank,1997,1582,,PRC,Northeast Power Transmission,EARD,EAEN,11/25/1997,,,,,0,,0.6,,0.6
World Bank,1997,1597,,BAN,Lafarge Surma Cement Ltd,PSOD,,12/18/1997,,,,,0,,50,,50
World Bank,1998,1603,,BAN,Grameenphone Telecommunications,PSOD,PSOD,11/01/1998,,,,,0,,31.6,,31.6
World Bank,1998,1606-1607,,PHI,Early Childhood Development,SERD,SESS,01/27/1998,,,,,0,,17.3,,17.3
World Bank,1999,1689,,SRI,South Asia Gateway Terminals (Private) Limited for the Colombo Port Development,PSOD,PSOD,05/11/1999,,,,,0,,35,,35
World Bank,1999,1727-1728,,REG,GMS: East-West Corridor (LAO and VIE),SERD,SEID,12/20/1999,,,,,0,,15,,15
World Bank,2000,1743,,MON,Second Financial Sector Program,EARD,EAGF,06/22/2000,,,,,0,,32,,32
World Bank,2000,1769,,PHI,North Luzon Expressway Rehabilitation and Expansion,PSOD,PSOD,10/26/2000,,,,,0,,45,,45
World Bank,2001,1827,,VIE,RMIT International University in Viet Nam,PSOD,PSG,04/26/2001,,,,,0,,7.5,,7.5
World Bank,2001,1857,,VIE,Far East Medical Viet Nam Ltd.,PSOD,PSOD,11/13/2001,,,,,0,,10,,10
World Bank,2002,1940/G3994,32430,CAM,Health Sector Support,SERD,SESS,11/21/2002,,,,,0,,27,,27
World Bank,2002,1975,,IND,Medical Service Network,PSOD,PSIF,12/17/2002,,,,,0,,20,,20
World Bank,2003,2015/4209(L),30216,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,,150,,150
World Bank,2003,2052,34390,CAM,Greater Mekong Subregion Transmission,SERD,SEID,12/15/2003,,,,,0,,16,,16
World Bank,2004,2078,,BAN,Grameen Phone Telecommunications Expansion,PSOD,PSIF,01/26/2004,,,,,0,,30,,30
World Bank,2004,2090,36509,UZB,Woman and Child Health Development,CWRD,CWSS,09/23/2004,,,,,0,,20,,20
World Bank,2004,2090,36509,UZB,Woman and Child Health Development,CWRD,CWSS,09/23/2004,,,,,0,,20,,20
World Bank,2004,2091/7201,,AFG,Afghanistan Investment Guarantee Facility,PSOD,PSOP,09/24/2004,,,,,0,,5,,5
World Bank,2004,2123,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,,,,,0,,100,,100
World Bank,2004,2149,35225-02,BAN,Small and Medium Enterprise Sector Development Program,SARD,SAGF,12/20/2004,,,,,0,,10,,10
World Bank,2004,2155,,PHI,National Home Mortgage Finance Corporation's Portfolio of Non-Performing Loans,SERD,,11/17/2004,,,,,0,,40.6,,40.6
World Bank,2005,2162,37734,LAO,GMS: Nam Theun 2 Hydroelectric,SERD,SEID,04/04/2005,,,,,0,20,,,20
World Bank,2005,2194,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,,,,,0,,100,,100
World Bank,2005,2228,,INO,Development Policy Support Program,SERD,IRM,12/21/2005,,,,,0,,400,,400
World Bank,2006,2262,,VIE,Support the Implementation of Poverty Reduction Program III,SERD,VRM,10/05/2006,,,,,0,,100,,100
World Bank,2007,2352,,VIE,Support the Implementation of Poverty Reduction Program IV,SERD,VRM,10/02/2007,,,,,0,,175,,175
World Bank,2008,2405/7273,,PHI,Masinloc Power Partners Company Limited,PSOD,PSIF2,01/15/2008,,,,,0,,250,,250
World Bank,2008,2406/0104,41123,CAM,Road Asset Management,SERD,SEID,01/21/2008,,,,,0,,30,,30
World Bank,2008,2419/7276,,IND,Mundra Ultra Mega Power,PSOD,PSIF1,04/17/2008,,,,,0,,450,,450
World Bank,2008,2475,,INO,Infrastructure Reform Sector Development Program - Subprogram 2,SERD,IRM,11/27/2008,,,,,0,,200,,200
World Bank,2008,2488,,INO,Fourth Development Policy Support Program,SERD,IRM,12/16/2008,,,,,0,,750,,750
World Bank,2009,2505/7291,,PRC,Small Hydropower Development,PSOD,PSIF2,01/13/2009,,,,,0,,51.25,,51.25
World Bank,2009,2521,43009,INO,Public Expenditure Support Facility Program,SERD,SEFM,06/03/2009,,,,,0,,2000,,2000
World Bank,2009,2523,43096,MON,Social Sectors Support Program,EARD,EASS,06/24/2009,,,,,0,,40,,40
World Bank,2009,2562,41121,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,CWRD,CWTC,10/07/2009,,,,,0,,2125,,2125
World Bank,2009,2593,35049-01,BAN,Padma Multipurpose Bridge Design Project (Supplementary),SARD,SATC,12/02/2009,,,,,0,,1.5,,1.5
World Bank,2010,2701-2702,35049,BAN,Padma Multipurpose Bridge,SARD,SATC,11/25/2010,,,,,0,,1200,,1200
World Bank,2010,2718,44281-013,KIR,Road Rehabilitation,PARD,SPSO,12/10/2010,,,,,0,16,,,16
World Bank,2010,2722,,PAK,Uch II Power,PSOD,PSIF1,12/13/2010,,,,,0,,100,,100
World Bank,2010,2723,43211,INO,Sixth Development Policy Support Program,SERD,,12/14/2010,,,,,0,,600,,600
World Bank,2011,2718,44281-013,,Road Rehabilitation,PARD,SPSO,03/01/2011,,,,,0,4,,,4
World Bank,2011,2761,42122-013,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,,,,,0,,300,,300
World Bank,2011,G0256,44170,TON,Tonga-Fiji Submarine Cable,PARD,PAUS,08/23/2011,,,,,0,16.5,,,16.5
World Bank,2011,G0272/0289,35174-082,NEP,School Sector Program,SARD,NRM,11/22/2011,,,,,0,72.5,,,72.5
World Bank,2012,2942,46093-001,INO,Inclusive Growth through Improved Connectivity Program - Subprogram 1,SERD,IRM,11/16/2012,,,,,0,,100,,100
World Bank,2013,3008/3009,39293-037,SRI,Education Sector Development Program,SARD,SAHS,06/27/2013,,,,,0,,100,,100
World Bank,2013,3045/3046,42180-013,BAN,Second Public-Private Infrastructure Development Facility,SARD,SAPF,10/17/2013,,,,,0,,99.5,,99.5
World Bank,2013,3047,44213-016,BAN,Secondary Education Sector Investment Program - Tranche 1,SARD,SAHS,10/21/2013,,,,,0,,100,,100
World Bank,2013,3068,46093-004,INO,"Inclusive Growth through Improved Connectivity Program, Subprogram 2",SERD,IRM,11/27/2013,,,,,0,,300,,300
World Bank,2014,0416,47314-001,KIR,Strengthening Fiscal Stability Program,PARD,SPSO,11/28/2014,,,,,0,8.2,,,8.2
World Bank,2014,3100,46420-002,PHI,KALAHI-CIDSS National Community-Driven Development ,SERD,SEHS,06/23/2014,,,,,0,,479,,479
World Bank,2014,3119/3120,42251-018,SRI,Skills Sector Enhancement Program,SARD,SAHS,03/28/2014,,,,,0,,100,,100
World Bank,2014,3126,47015-001,PAK,Sustainable Energy Sector Reform Program ﾖ Subprogram 1,CWRD,CWEN,04/24/2014,,,,,0,,600,,600
World Bank,2014,3227/3228,47293-001,VIE,Improving Competitiveness Program,SERD,VRM,11/28/2014,,,,,0,,250,,250
World Bank,2015,0442,47318-001,TUV,Strengthened Fiscal Sustainability Program,PARD,SPSO,09/30/2015,,,,,0,1.5,,,1.5
World Bank,2015,0458,47320-001,SAM,Samoa Submarine Cable,PARD,PAUS,11/20/2015,,,,,0,16,,,16
World Bank,2015,2718,44281-013,KIR,Road Rehabilitation (Supplementary),PARD,SPSO,06/23/2015,,,,,0,6,,,6
World Bank,2015,2718,44281-013,KIR,Road Rehabilitation (Supplementary),PARD,SPSO,06/23/2015,,,,,0,0.97,,,0.97
World Bank,2015,3210,48141-001,FIJ,Transport Infrastructure Investment Sector,PARD,PATE,06/22/2015,,,,,0,,50,,50
World Bank,2015,3256,42122-013,BAN,Third Primary Education DevelopmentﾗAdditional Financing,SARD,SAHS,05/20/2015,,,,,0,,400,,400
World Bank,2015,3279/3280,47137-003,LAO,Health Sector Governance Program,SERD,SEHS,09/18/2015,,,,,0,,13.2,,13.2
World Bank,2015,3279/3280,47137-003,LAO,Health Sector Governance Program,SERD,SEHS,09/18/2015,,,,,0,13.2,,,13.2
World Bank,2015,3303/8293,49043-001,INO,Sustainable and Inclusive Energy Program (Subprogram 1),SERD,SEEN,09/30/2015,,,,,0,,500,,500
World Bank,2015,3320,44213-017,BAN,Secondary Education Sector Investment ProgramﾗTranche 2,SARD,SAHS,11/20/2015,,,,,0,,265,,265
World Bank,2015,3321/3322,47015-002,PAK,Sustainable Energy Sector Reform ProgramﾗTranche 2 ,CWRD,CWEN,11/20/2015,,,,,0,,500,,500
World Bank,2015,3339/8297,49080-001,INO,Electricity Grid StrengtheningﾗSumatra Program,SERD,SEEN,12/02/2015,,,,,0,,500,,500
World Bank,2015,3346/3347,46382,PAL,North Pacific Regional Connectivity Investment ProjectﾗAdditional Financing,PARD,PAUS,12/11/2015,,,,,0,,22.5,,22.5
0,0,0.00,0.00,0,0,450,,,,,,,,,,,
,2016,3369,43407-014,PHI,Social Protection Support - Additional Financing,SERD,SEHS,02/09/2016,,,,,0,,450,,450
0,0,0.00,0.00,0,6277.69,62351.77,,,,,,,,,,,
