Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
2014,8621,AZE,Microfinance Sector Development,PATA,J,C,Finance,Multi-Donor Trust Fund,Multidonor,300.00,FSDPF,01-Aug-2013,21-Feb-2014
2014,8623,BHU,Adapting to Climate Change through Integrated Water Resources Management,CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,500.00",JFPR,28-Nov-2013,28-Feb-2014
2014,8623,BHU,Adapting to Climate Change through Integrated Water Resources Management,CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,250.00,MDTF-WFPF,25-Oct-2013,28-Feb-2014
2014,8624,MYA,Support for Public-Private Partnership Framework Development,CDTA,E,PS,Multisector,Bilateral,Single Donor,"2,000.00",United Kingdom,25-Nov-2013,27-Feb-2014
2014,8626,IND,Capacity Building of the National Skill Development Agency,CDTA,E,C,Education,Bilateral,Single Donor,"1,500.00",JFPR,16-Jan-2014,07-Mar-2014
2014,8629,REG,"Strengthening the Capacity of Public Financial Institutions for Low Carbon, Climate Resilient Infrastructure and Technology Investment",S-CDTA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,200.00,FSDPF,,31-Mar-2014
2014,8630,BHU,Promoting Clean Energy Development in Bhutan,PATA,E,PS,Energy,Bilateral,Single Donor,"5,674.27",Norway,06-Jan-2014,31-Mar-2014
2014,8632,TAJ,Strengthening the Anti-Money-Laundering Regime,CDTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,350.00,RTFSI,25-Mar-2014,01-Apr-2014
2014,8634,MYA,Skills Development for Inclusive Growth,CDTA,E,C,Education,Bilateral,Single Donor,"2,000.00",JFPR,24-Feb-2014,02-Apr-2014
2014,8635,REG,Support for ASEAN+3 Bond Market Forum: Regional Standardization of Bond Issuance Framework and Transaction Flows,R-PATA,E,C,Finance,Bilateral,Single Donor,"1,228.00",ICFF,27-Feb-2014,08-Apr-2014
2014,8636,REG,Mainstreaming Results-Based Public Sector Management—Supporting the Initiatives of the Asia-Pacific Community of Practice on Managing for Development Results,R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,PRC-PR Fund,13-Sep-2013,08-Apr-2014
2014,8638,PRC,Hunan Dongjiang Lake Environmental Protection and Integrated Utilization,PPTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,24-Feb-2014,04-Apr-2014
2014,8640,REG,Enhancing Transparancy and Exchange of Information for Tax Purposes,R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,820.00,JFPR,22-Nov-2013,22-Apr-2014
2014,8642,IND,Advanced Project Preparedness for Poverty Reduction—Project Preparation and Implementation Support for Odisha Power Sector Emergency Assistance (Subproject 31),PPTA,E,PS,Transport and ICT,Bilateral,Single Donor,100.00,United Kingdom,14-Apr-2014,15-Apr-2014
2014,8643,REG,Implementation of Microfinance Industry's Client Protection Principles,S-CDTA,E,C,Finance,Special Fund,ADB,200.00,FSDPSF,10-Jan-2014,28-Apr-2014
2014,8644,REG,Sustainable Energy Training Program 2014,S-CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,225.00,CEF-CEFPF,,08-May-2014
2014,8647,TAJ,Water Resources Management in Pyanj River Basin,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,28-Apr-2014,12-May-2014
2014,8648,PAK,Determining the Potential for Carbon Capture and Storage,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CCSF,11-Sep-2013,14-May-2014
2014,8649,MON,Energy Efficiency and Urban Environment Improvement Project,PPTA,E,C,Energy,Bilateral,Single Donor,"2,000.00",JFPR,14-May-2013,12-May-2014
2014,8650,PHI,Strengthening Evaluation and Fiscal Cost Management of Public–Private Partnerships,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"2,000.00",JFPR,24-Feb-2014,15-May-2014
2014,8651,MYA,Strengthening Institutions for a Better Investment Climate,CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,24-Feb-2014,14-May-2014
2014,8652,IND,Climate-Resilient Coastal Protection and Management,CDTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,"2,000.00",GEF-SCCF,08-Apr-2014,16-May-2014
2014,8654,REG,Supporting the Use of Carbon Financing from New Carbon Market Mechanisms to Promote Green Growth in Asia and the Pacific,R-CDTA,E,C,Multisector,Bilateral,Single Donor,"1,500.00",JFPR,22-Nov-2013,23-May-2014
2014,8655,REG,Facilitating Trade for Fragile and Landlocked States in the Post-Bali Institutional Environment,R-CDTA,J,PS,Industry and Trade,Bilateral,Single Donor,300.00,Australia,,16-Dec-2014
2014,8656,REG,Malaria and Dengue Risk Mapping and Response Planning in the Greater Mekong Subregion,R-CDTA,J,C,Health and Social Protection,Bilateral,Single Donor,417.00,EAKPF,26-Dec-2013,26-May-2014
2014,8656,REG,Malaria and Dengue Risk Mapping and Response Planning in the Greater Mekong Subregion,R-CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,600.00,HFPF-RMTF,15-May-2014,26-May-2014
2014,8657,MYA,Off-Grid Renewable Energy Demonstration ,CDTA,E,C,Energy,Bilateral,Single Donor,"2,000.00",JFPR,24-Feb-2014,23-May-2014
2014,8658,REG,South Asia Economic Integration Partnership - Power Trading in Bangladesh and Nepal (Subproject 1),R-PATA,E,PS,Energy,Bilateral,Single Donor,"1,000.00",United Kingdom,30-May-2014,29-May-2014
2014,8659,REG,Targeted Pacific Financial Sector Strengthening: Supporting National Risk Assessments,R-PATA,E,C,Finance,Bilateral,Single Donor,225.00,ICFF,21-Apr-2014,28-May-2014
2014,8660,INO,Community-Focused Investments to Address Deforestation and Forest Degradation,PPTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,500.00,SCF-FIP,05-Nov-2012,02-Jun-2014
2014,8662,PRC,Improving Clean Bus Operations and Management,CDTA,E,PS,Transport and ICT,Global Fund,Multidonor,"2,315.00",GEF,,09-Jun-2014
2014,8665,REG,Improving the Capacity and Integrity of Procurement Processes in Central and West Asia,CDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,90.00,AITF,21-Oct-2014,28-Oct-2014
2014,8666,INO,Sustainable Infrastructure Assistance Program — Capacity Development for the Metropolitan Sanitation Management Investment (Subproject 6),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"2,000.00",Australia,,13-Jun-2014
2014,8669,CAM,Strengthening Coordination for Management of Disasters,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"2,000.00",JFPR,03-Apr-2014,17-Jun-2014
2014,8670,AZE,Solid Waste Management Project for Intermediary Cities,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,225.00,UFPF-UEIF,19-Jun-2014,26-Jun-2014
2014,8671,VIE,Secondary Cities Development Program (Green Cities),PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,300.00,NET-WFPF,28-Apr-2014,27-Jun-2014
2014,8671,VIE,Secondary Cities Development Program (Green Cities),PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,"1,000.00",UFPF-UCCRTF,19-Jun-2014,27-Jun-2014
2014,8674,REG,Trade and Transport Facilitation in the Pacific,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"2,000.00",JFPR,24-Feb-2014,30-Jun-2014
2014,8681,REG,Awareness Raising to Adopt Action for Malaria Elimination in Asia Pacific,CDTA,E,C,Health,Multi-Donor Trust Fund,Multidonor,225.00,HFPF-RMTF,,02-Jul-2014
2014,8686,REG,Information and Communication Technologies for Social Protection in the Asia and Pacific Region,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,20-May-2014,11-Jul-2014
2014,8688,KGZ,Strengthening the Enabling Environment for Public-Private Partnerships,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,16-Jan-2014,21-Jul-2014
2014,8693,REG,Food Security and Resilience of the Association of Southeast Asian Nations Member States to Food Price Volatility,R-RDTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,800.00,JFPR,21-Apr-2014,11-Jul-2014
2014,8695,PHI,Teach for the Philippines,CDTA,E,C,Education,Bilateral,Single Donor,500.00,EAKPF,20-May-2014,07-Aug-2014
2014,8698,VIE,Second Secondary Education Sector Development Program,PPTA,E,C,Education,Bilateral,Single Donor,"1,000.00",JFPR,,13-Aug-2014
2014,8703,REG,Enhancing Capacity to Mobilize Private Grant Cofinancing ,R-CDTA,E,C,Multisector,Bilateral,Single Donor,225.00,EAKPF,22-Aug-2014,05-Aug-2014
2014,8707,REG,Strengthening Trade Facilitation in the Greater Mekong Subregion through Partnerships with the Private Sector,R-PATA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,21-Apr-2014,22-Aug-2014
2014,8709,REG,Strengthening Institutional Knowledge and Capacity of Customs Administrations for Trade Facilitation within the Association of Southeast Asian Nations,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,21-Apr-2014,22-Aug-2014
2014,8712,BHU,Institutional Strengthening for Skills Development,CDTA,E,C,Education,Bilateral,Single Donor,750.00,JFPR,03-Jun-2014,01-Sep-2014
2014,8714,REG,Promoting Carbon Capture and Storage in the People's Republic of China and Indonesia,R-RDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,800.00",CCSF,11-Jun-2014,29-Aug-2014
2014,8715,PRC,Country Water Assessment,PATA,J,C,"Agriculture, Natural Resources and Rural Development",Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,18-Jun-2014,05-Sep-2014
2014,8718,PHI,Strengthening Treasury Operations and Capital Market Reform,CDTA,E,C,Finance,Bilateral,Single Donor,500.00,JFPR,21-Apr-2014,17-Sep-2014
2014,8726,VIE,Implementation of Civil Service Reform Plan,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,,23-Sep-2014
2014,8727,REG,Study for a Power Sector Financing Road Map within Central Asia Regional Economic Cooperation,R-RDTA,J,C,Energy,Bilateral,Single Donor,500.00,PRC-PR Fund,23-Jun-2014,26-Sep-2014
2014,8729,REG,Pacific Business Investment Facility,R-CDTA,J,C,Finance,Multi-Donor Trust Fund,Multidonor,"11,000.00",PBI,,26-Sep-2014
2014,8731,BAN,Capacity Development of Bangladesh Railway for Project Implementation,CDTA,J,PS,Transport,Multilateral,Multidonor,400.00,NDF,12-Aug-2014,30-Sep-2014
2014,8732,REG,Enhancing Capacity of Sanitary and Phytosanitary Arrangements to Facilitate Trade in the Greater Mekong Subregion,CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"2,000.00",JFPR,21-Apr-2014,02-Oct-2014
2014,8736,REG,South Asian Association for Regional Cooperation Food Security Through Control of Transboundary Animal Diseases,R-CDTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,"2,000.00",JFPR,21-Apr-2014,10-Oct-2014
2014,8742,MON,Transparency and Efficiency in Public Financial Management,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,100.00",JFPR,27-Aug-2014,29-Oct-2014
2014,8746,REG,Central Asia Regional Economic Cooperation: Working with the Private Sector in Trade Facilitation (Phase 2),PATA,J,C,Industry and Trade,Bilateral,Single Donor,500.00,PRC-PR Fund,23-Jun-2014,30-Oct-2014
2014,8746,REG,Central Asia Regional Economic Cooperation: Working with the Private Sector in Trade Facilitation (Phase 2),PATA,J,C,Industry and Trade,Special Fund,ADB,500.00,RCIF,,30-Oct-2014
2014,8748,REG,Support for Implementing the Action Plan for Transport and Trade Facilitation in the Greater Mekong Subregion (Subproject 2),PATA,E,PS,Industry and Trade,Bilateral,Single Donor,"3,700.00",Australia,15-Oct-2014,28-Oct-2014
2014,8750,TIM,Urban Services Improvement Sector,PPTA,J,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,180.00,UFPF-UEIF,11-Jun-2014,07-Nov-2014
2014,8756,SOL,Solar Power Development,PPTA,E,PS,Energy,Global Fund,Multidonor,500.00,SCF-SREP,27-Jun-2014,07-Nov-2014
2014,8757,MON,Preparation of an Investment Plan for Scaling up Renewable Energy,CDTA,E,PS,Energy,Global Fund,Multidonor,300.00,SCF-SREP,18-Aug-2014,14-Nov-2014
2014,8758,MYA,Third Greater Mekong Subregion Corridor Towns Development,PPTA,J,C,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,350.00,NET-WFPF,,17-Nov-2014
2014,8758,MYA,Third Greater Mekong Subregion Corridor Towns Development,PPTA,J,C,Water and Other Urban Infrastructure and Services,Special Fund,ADB,500.00,RCIF,,17-Nov-2014
2014,8760,IND,Capacity Building for the Additional Skill Acquisition Program,CDTA,E,C,Education,Bilateral,Single Donor,"1,500.00",JFPR,,19-Nov-2014
2014,8763,REG,Results for Malaria Elimination and Control of Communicable Disease Threats in Asia and the Pacific,CDTA,E,C,Health,Multi-Donor Trust Fund,Multidonor,"18,000.00",HFPF-RMTF,,20-Nov-2014
2014,8773,CAM,Capacity Development for Public-Private Partnerships,CDTA,E,C,Transport,Bilateral,Single Donor,"1,000.00",JFPR,20-Dec-2013,27-Nov-2014
2014,8774,REG,Education and Skills for Employment in Central and West Asia,R-CDTA,E,C,Education,Bilateral,Single Donor,"1,000.00",JFPR,17-Jun-2014,03-Dec-2014
2014,8785,REG,Mekong Business Initiative,R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,"10,000.00",Australia,,03-Dec-2014
2014,8789,REG,Central Asia Regional Economic Cooperation: Knowledge Sharing and Services in Transport and Transport Facilitation,PATA,J,C,Transport,Bilateral,Single Donor,400.00,PRC-PR Fund,10-Dec-2014,12-Dec-2014
2014,8797,REG,Promoting Gender Equality and Women's Empowerment (Phase 2),CDTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,"1,100.00",GDCF,23-Oct-2014,11-Dec-2014
2014,8800,PAK,Balochistan Water Resources Development,PPTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,"1,100.00",JFPR,27-Aug-2014,15-Dec-2014
2014,8802,MON,Strategic Planning for Peatlands,CDTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,400.00,JFPR,07-Nov-2014,12-Dec-2014
2014,8803,BAN,Strengthening Monitoring and Enforcement in the Meghna River for Dhaka's Sustainable Water Supply,CDTA,J,C,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,"1,000.00",JFPR,07-Nov-2014,12-Dec-2014
2014,8808,AFG,Renewable Energy Development,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CEF-CEFPF,,12-Dec-2014
2014,8812,REG,Enhanced Use of Disaster Risk Information for Decision Making in Southeast Asia,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",IDRMF,,11-Dec-2014
2014,8813,REG,Information and Communication Technology for Development Initiative Facility in Asia and the Pacific,CDTA,J,C,Information and Communication Technology,Bilateral,Single Donor,500.00,EAKPF,30-Oct-2014,16-Dec-2014
2014,8824,REG,Enhancing Roles of Supreme Audit Institutions in Selected Association of Southeast Asian Nations Countries,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,800.00,JFPR,27-Aug-2014,12-Dec-2014
2014,8830,REG,Harmonizing the Greater Mekong Subregion Power Systems to Facilitate Regional Power Trade,PATA,J,C,Energy,Bilateral,Single Donor,500.00,PRC-PR Fund,10-Dec-2014,16-Dec-2014
2014,8836,REG,Building Capacity for Enhanced Connectivity in Southeast Asia,CDTA,J,C,Transport,Bilateral,Single Donor,500.00,EAKPF,30-Oct-2014,18-Dec-2014
2014,8841,MON,Darkhan Urban Utility Institutional Improvement Action Plan,CDTA,E,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,400.00,UFPF-UEIF,,16-Dec-2014
2014,8848,LAO,"Strengthening Access to Finance for Micro, Small, and Medium-Sized Enterprises",CDTA,E,C,Finance,Bilateral,Single Donor,"1,500.00",JFPR,28-Oct-2014,17-Dec-2014
2014,8850,MON,Ensuring Inclusiveness and Service Delivery for Persons with Disabilities,PPTA,E,C,Health,Bilateral,Single Donor,"1,000.00",JFPR,07-Nov-2014,12-Dec-2014
2014,8867,REG,Strengthening Disaster Resilience of Small and Medium Enterprises in Southeast Asia,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,225.00,IDRMF,25-Sep-2014,22-Dec-2014
2014,8868,REG,Strengthening Disaster Resilience in Selected Urban Areas of Southeast Asia,R-RDTA,J,C,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,25.00,IDRMF,,24-Dec-2014
2014,8868,REG,Strengthening Disaster Resilience in Selected Urban Areas of Southeast Asia,R-RDTA,J,PS,Water and Other Urban Infrastructure and Services,Bilateral,Single Donor,200.00,GIZ,,24-Dec-2014
2015,6445,REG,Support for Implementation of the Second Governance and Anticorruption Action Plan (2nd Supplementary),PATA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,272.00,GCF,,10-Jun-2015
2015,7881,BHU,Developing a Revenue Administration Management Information System,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,150.00,EAKPF,05-Jun-2015,05-Aug-2015
2015,7914,REG,Harnessing Climate Change Mitigation Initiatives to Benefit Women (2nd Supplementary),R-CDTA,J,PS,Multisector,Multilateral,Multidonor,450.00,NDF,07-Jul-2015,11-Aug-2015
2015,8000,MLD,Capacity Development of the Maldives Energy Authority (Supplementary),CDTA,J,PS,Energy,Global Fund,Multidonor,400.00,SCF-SREP,07-Jul-2014,26-Mar-2015
2015,8007,IND,Advanced Project Preparedness for Poverty Reduction - West Bengal North South Road Corridor (Subproject 18) (2nd Supplementary),PPTA,J,PS,Transport and ICT,Bilateral,Single Donor,100.00,United Kingdom,,23-Sep-2015
2015,8007,IND,Advanced Project Preparedness for Poverty Reduction - West Bengal North South Road Corridor (Subproject 18) (Supplementary),PPTA,J,PS,Transport and ICT,Bilateral,Single Donor,95.00,United Kingdom,01-May-2015,25-May-2015
2015,8088,REG,"Enhancing Engagement with Pacific Developing Member Countries, Phase 2 (Supplementary)",R-CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,825.03,Australia,14-May-2015,24-Jun-2015
2015,8106,PHI,Enhancing Social Protection through Community-Driven Development Approach (Supplementary),PATA,J,C,"Agriculture, Natural Resources and Rural Development",Global Fund,Multidonor,750.00,TYMTF,03-Jul-2015,17-Aug-2015
2015,8173,NEP,Supporting the Strengthening Public Management Program (Supplementary),CDTA,E,PS,Public Sector Management,Bilateral,Single Donor,600.00,DFID,26-Sep-2012,10-Dec-2015
2015,8189,REG,Implementation of Sustainable Transport in Asia and the Pacific — New Approaches to Implement Sustainable Low Carbon Transport in Asia and the Pacific Region (Subproject 5) (2nd Supplementary),R-CDTA,J,PS,Transport,Multilateral,Multidonor,621.90,NDF,13-Nov-2014,18-Feb-2015
2015,8254,REG,Enhancing Economic Analysis and South-South Learning,PATA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,05-Jun-2015,06-Jul-2015
2015,8254,REG,Enhancing Economic Analysis and South-South Learning,PATA,J,C,Public Sector Management,Special Fund,ADB,500.00,RCIF,,06-Jul-2015
2015,8351,IND,Advanced Project Preparedness for Poverty Reduction—Preparing the Second Power Sector Investment for Assam (Subproject 28) (Supplementary),PPTA,E,PS,Energy,Bilateral,Single Donor,225.00,UKG,12-Mar-2015,29-May-2015
