,type,approval number,country,year,title,status
1587,TA,8438,REG,2013,SSTA-REGL STRATEGC RESPONSE TO MALARIA & OTHER COMMNICBLE DISEASE,FIN COMPL
1588,TA,8439,COO,2013,RENEWABLE ENERGY PROJECT,FIN COMPL
1589,TA,8441,REG,2013,DEVT & DISSEMNTN OF CLMTE-RESLNT RICE VARTS FOR WATER-SHRT AREAS,ACTIVE
1590,TA,8442,NEP,2013,SUPPORTING PARTICIPATION IN THE SASEC FACILITATION PROGRAM,ACTIVE
1591,TA,8445,PRC,2013,POLICY & MANAGEMENT SYSTEM DEV'T. FOR RURAL ENVIRONMENTAL PROTCTN,ACTIVE
1592,TA,8446,REG,2013,SUSTAINABLE ENERGY TRAINING PROGRAM,FIN COMPL
1593,TA,8451,PRC,2013,JIANGXI PINGXIANG INTEGRATED RURAL URBAN INFRASTRUCTURE DEVELOPMT,ACTIVE
1594,TA,8453,SRI,2013,TRINCOMALEE INTEGRATED URBAN DEVELOPMENT PROJECT,ACTIVE
1595,TA,8455,IND,2013,Concentrated Solar Power Proje ct,ACTIVE
1596,TA,8456,MYA,2013,TRANSFORMATION OF URBAN MANAGEMENT,ACTIVE
1597,TA,8457,PRC,2013,WASTEWATER TREATMENT & REUSE P ROJECT,ACTIVE
1598,TA,8458,REG,2013,MTGT'N OF HAZARDOUS WASTE CNTMINT'N-URBAN AREAS:SPPRTNG INC GRWTH,ACTIVE
1599,TA,8460,INO,2013,INDONESIA IRRIGATION SECTOR PROJECT,ACTIVE
1600,TA,8466,MON,2013,STRENGTHENING THE HEALTH INSURANCE SYSTEM,ACTIVE
1601,TA,8467,MON,2013,ULAANBAATAR URBAN PLANNING IMPROVEMENT,ACTIVE
1602,TA,8468,IND,2013,CAPACITY BLDG FOR SUPPORTI NG HUMAN CAPITAL DEVT IN MEHHALAYA,ACTIVE
1603,TA,8469,MYA,2013,ENHANCING THE POWER SECTOR'S LEGAL AND REGULATORY FRAMEWORK,ACTIVE
1604,TA,8472,MYA,2013,MANDALAY CITY URBAN SERVICES IMPROVEMENT PROJECT,ACTIVE
1605,TA,8478,KIR,2013,ENHNCNG ECON COMPETITIVENESS THRU STATE-OWNED ENTERPRISE REFORM,ACTIVE
1606,TA,8479,PRC,2013,RESTORATION OF WETLANDS IN DALAI LAKE NATURE RESERVE OF INNER MON,ACTIVE
1607,TA,8483,REG,2013,ASIA ENERGY EFFICIENCY ACCELERATOR,ACTIVE
1608,TA,8484,INO,2013,SSTNBLE INFRSTRCTRE ASSISTNCE PROG TA CLUSTER MGT FCLTY (SUBPRJ 1),ACTIVE
1609,TA,8485,REG,2013,STRTHNG REG RESP TO MALARIA & OTHR CMNCBLE DSEASES IN ASIA & PCFC,ACTIVE
1610,TA,8486,IND,2013,RAJASTHAN RENEWABLE ENERGY CAPACITY DEVT & IMPLEMENTATION SUPPORT,ACTIVE
1611,TA,8487,SOL,2013,INFORMATION & COMMUNICATION TECHNOLOGY FOR BETTER EDUCATION SRVCS,ACTIVE
1612,TA,8491,PRC,2013,STRENGTHENING URBAN FLOOD MANAGEMENT IN HUAINAN MUNICIPALITY,ACTIVE
1613,TA,8493,PHI,2013,CLIMATE RESILIENCE AND GREEN GROWTH IN CRITICAL WATERSHEDS,ACTIVE
1614,TA,8499,REG,2013,TIANJIN INTGRTD GASIFICATION CMBND CYCLE PWR PLANT ADDTL FINANCNG,ACTIVE
1615,TA,8500,NEP,2013,INST & LGAL SPPRT FOR IMPRVED WMS IN NEPAL & FRMATION OF BGMATI,ACTIVE
1616,TA,8501,REG,2013,CAPACITY DEVELOPMENT FOR THE SUPPLY CHAIN FINANCE PROGRAM,ACTIVE
1617,TA,8503,REG,2013,PARTNERSHIP FOR INNOVATION IN EDUCATION IN ASIA AND THE PACIFIC,ACTIVE
1618,TA,8506,INO,2013,SSTNBLE INFRA ASSTNCE PROG-SCALING UP HYDROPWR DEVT PROJ(SBPRJ 3),ACTIVE
1619,TA,8508,INO,2013,SSTNBLE INFRSTRCTRE ASSTNCE PRGRM-IKK WTR SPPLY SCTR PRJ(SBPRJ 2),ACTIVE
1620,TA,8510,REG,2013,DEVELOPING LOCAL CURRENCY BONDS FOR INFRA FINANCE IN ASEAN+3,ACTIVE
1621,TA,8517,REG,2013,IMPLEMENTING THE PACIFIC REGIONAL AUDIT INITIATIVE IN PACIFIC PH2,ACTIVE
1622,TA,8518,INO,2013,SSTNBLE INFRA ASST PRGRM-GREEN CITIES-A SSTNBLE URB FTRE-INO(SP4),ACTIVE
1623,TA,8520,REG,2013,ASIA PACIFIC PUBLIC ELECTRONIC PROCUREMENT NETWORK,ACTIVE
1624,TA,8525,MLD,2013,ENHANCING TAX ADMINISTRATION CAPACITY,ACTIVE
1625,TA,8526,FIJ,2013,URBAN DEVELOPMENT PLANNING AND INSTITUTIONAL CAPACITY BUILDING,ACTIVE
1626,TA,8530,INO,2013,"SIAP-STRNGTHNG  COMM PRTCPTN IN PROJ DESGN,IMP,&MON IN RRDP SBP 5",ACTIVE
1627,TA,8533,REG,2013,"ASIA REGIONAL INTEGRATION CENTER, PHASE V",ACTIVE
1628,TA,8539,REG,2013,SSTA-MEKONG BUSINESS INITATIVE (MBI) PREPARATION,FIN COMPL
1629,TA,8541,PRC,2013,STRENGTHENING CAPACITY FOR WETLAND PROTECTION FOR SANJIANG PLAIN,ACTIVE
1630,TA,8543,IND,2013,ADVANCED PRJT PREPAREDNESS FOR POVERTY REDUCTION-PP& IMP SUPPORT,ACTIVE
1631,TA,8546,TAJ,2013,STRGTHNING PRVATE SCTOR PRTCPTION IN TECH VOCATIONAL EDU AND TRAINING,ACTIVE
1632,TA,8549,REG,2013,IMPLMNTNG THE GMS HUMAN RSRCE DEV'T STRTGC FRMWRK & ACTN PLN(PH2),ACTIVE
1633,TA,8550,REG,2013,Inclusive Business Support,ACTIVE
1634,TA,8554,PRC,2013,ESTABLISHING A REGIONAL KNOWLEDGE HUB ON GREEN GROWTH & ECO-COMPN,ACTIVE
1635,TA,8556,REG,2013,SUPPORTING THE CITIES DEVT INITIATIVE FOR ASIA,ACTIVE
1636,TA,8557,TAJ,2013,INVESTMENT CLIMATE REFORMS,ACTIVE
1637,TA,8560,MON,2013,TUUL RIVER IMPROVEMENT PROJECT,ACTIVE
1638,TA,8563,PRC,2013,STRTGC ANLYSS & RCMMENDTNS FOR ACHIEVING THE 2020 LOW-CARBON GOAL,ACTIVE
1639,TA,8564,REG,2013,PRMTING ECOSYSTEMS SRVCS AND FOREST CRBON FINNCING IN ASIA & PCFC,ACTIVE
1640,TA,8566,REG,2013,MAINSTREAMING INTEGRATED SOLID WASTE MANAGEMENT IN ASIA,ACTIVE
1641,TA,8568,REG,2013,South Asia Urban Knowledge Hub,ACTIVE
1642,TA,8570,REG,2013,SUPPORT TO COMMUNITY-BASED DISASTER RISK MNGNT IN SOUTHEAST ASIA,ACTIVE
1643,TA,8581,REG,2013,STRENGTHENING PUBLIC SECTOR MANAGEMENT IN THE NORTH PACIFIC,ACTIVE
1644,TA,8584,REG,2013,COORDNTD BRDR MGT FR RSLTS IN CENTRAL ASIA REGIONAL ECON COOPERTN,ACTIVE
1645,TA,8585,REG,2013,ALIGNING CUSTOMS TRADE FACILITATION MEASURES W/ BST PRAC IN CAREC,ACTIVE
1646,TA,8586,REG,2013,FCLITATION OF REG'L TRANSIT TRADE IN CENTRAL ASIA REG'L ECON COOP,ACTIVE
1647,TA,8589,REG,2013,SUPPORTING THE OPERATIONALIZATION OF COMMUNITY-DRIVEN DEVT IN DMC,ACTIVE
1648,TA,8590,PHI,2013,ENHANCING CAPACITIES FR THE KALAHI CIDSS NTL CMTY DRIVEN DEVT PROJECT,ACTIVE
1649,TA,8592,VIE,2013,IMPROVING PAYMENT FOR FOREST ECOSYSTEM SERVICE IMPLEMENTATION,ACTIVE
1650,TA,8601,REG,2013,WOMEN-LED SANITATION:DRIVING CHANGE THROUGH ADB-CSO PARTNERSHIP,ACTIVE
1651,TA,8605,TAJ,2013,CAPACITY BUILDING FOR RURAL FINANCIAL INCLUSION,ACTIVE
1652,TA,8612,REG,2013,THE ASIA LDERSHP PRGRM:BLDG CMUNTIES OF LDERS FOR SSTNBLE DEVT,ACTIVE
1653,TA,8619,REG,2014,SOUTH ASIA SUBRGNAL ECNMIC COOPRATN CROSS BORDER PWER TRADE DEVT,ACTIVE
1654,TA,8620,REG,2014,ECONOMIC ANALYSIS FOR GENDER AND DEVELOPMENT,ACTIVE
1655,TA,8623,BHU,2014,ADAPTING TO CLIMATE CHANGE THROUGH INTEGRATED WATER RESOURCES MGT,ACTIVE
1656,TA,8624,MYA,2014,SUPPORT FOR PUBLIC-PRIVATE PARTNERSHIP FRAMEWORK DEVELOPMENT,ACTIVE
1657,TA,8626,IND,2014,CAPACITY BUILDING OF THE NATIONAL SKILL DEVELOPMENT AGENCY,ACTIVE
1658,TA,8629,REG,2014,"STRNGTNG CPCTY OF PBLIC FIN INST FOR LOW CRBN,RES INFRA&TECH INV",ACTIVE
1659,TA,8630,BHU,2014,PROMOTING CLEAN ENERGY DEVELOPMENT IN BHUTAN,ACTIVE
1660,TA,8632,TAJ,2014,STRENGTHENING THE ANTI-MONEY LAUNDERING REGIME IN TAJIKISTAN,ACTIVE
1661,TA,8634,MYA,2014,SKILLS DEVELOPMENT FOR INCLUSIVE GROWTH,ACTIVE
1662,TA,8635,REG,2014,SUPRT ASEAN3 BOND MRKT FRUM REG STND BOND ISNCE FRMWRK&TRANS FLOW,ACTIVE
1663,TA,8636,REG,2014,MNSTRMING RSULTS-BASED PBLC SECTOR MNGMNT-SPRTING INITIATIVES,ACTIVE
1664,TA,8638,PRC,2014,HUNAN DONGJIANG LAKE ENVRNMNTL PRTCTN AND INTGRATED UTILZTN PRJCT,ACTIVE
1665,TA,8640,REG,2014,ENHNCNG TRNSPARENCY AND EXCHANGE OF INFORMATION FOR TAX PURPOSES,ACTIVE
1666,TA,8642,IND,2014,ADVANCED PROJECT PREPAREDNESS FOR POVERTY REDUCTION(SUBPROJ 31),ACTIVE
1667,TA,8644,REG,2014,SUSTAINABLE ENERGY TRAINING PROGRAM 2014,ACTIVE
1668,TA,8647,TAJ,2014,Water Resources Management in Pyanj River Basin,ACTIVE
1669,TA,8648,PAK,2014,Determining the Potential for Carbon Capture and Storage,ACTIVE
1670,TA,8649,MON,2014,ENERGY EFFICIENCY AND URBAN ENVIRONMENT IMPROVEMENT PROJECT,ACTIVE
1671,TA,8650,PHI,2014,STRNGTHNNG EVLTN & FISCAL COST MGT OF PUBLIC-PRIVATE PARTNERSHIPS,ACTIVE
1672,TA,8651,MYA,2014,STRENGTHENING INSTITUTIONS FOR A BETTER INVESTMENT CLIMATE,ACTIVE
1673,TA,8652,IND,2014,CLIMATE RESILIENT COASTAL PROTECTION AND MANAGEMENT PROJECT,ACTIVE
1674,TA,8654,REG,2014,SUPRTING USE OF CRBN FNNCNG FRM NEW CRBN MRKT MCHANSM TO PRMTE GG,ACTIVE
1675,TA,8655,REG,2014,FCLTTING TRDE FOR FRGILE & LNDLCKED STATES IN THE POST-BALI INST,ACTIVE
1676,TA,8656,REG,2014,MLRIA & DNGUE RSK MPPING & RSPNSE PLNNING IN GREATR MKONG SUBRGN,ACTIVE
1677,TA,8657,MYA,2014,OFF-GRID RENEWABLE ENERGY DEMONSTRATION PROJECT,ACTIVE
1678,TA,8658,REG,2014,POWER TRADING IN BANGLADESH & NEPAL (SUBPROJECT 1),ACTIVE
1679,TA,8659,REG,2014,TRGETED PACIFIC FIN'L SECTOR STRNGTHNNG:SPPRTNG NAT'L RISK ASSMNT,ACTIVE
1680,TA,8660,INO,2014,CMUNTY FOCUSD INVSTMNT TO ADRES DEFORESTATION AND FOREST DGRADATN,ACTIVE
1681,TA,8662,PRC,2014,IMPROVING CLEAN BUS OPERATIONS AND MANAGEMENT,ACTIVE
1682,TA,8665,REG,2014,IMPRVNG CPCITY & INTGRTY OF PRCUREMNT PRCESSES IN CNTRL&WEST ASIA,ACTIVE
1683,TA,8666,INO,2014,CAP DEV'T FOR THE METROPOLITAN SANITATN MNG'T INVS'T PROJ(SBPRJ6),ACTIVE
1684,TA,8669,CAM,2014,STRENGTHENING COORDINATION FOR MANAGEMENT OF DISASTERS,ACTIVE
1685,TA,8671,VIE,2014,SECONDARY CITIES DEVELOPMENT PROGRAM (GREEN CITIES),ACTIVE
1686,TA,8674,REG,2014,TRADE AND TRANSPORT FACILITATION IN THE PACIFIC,ACTIVE
1687,TA,8681,REG,2014,AWRENESS RAISING TO ADOPT ACTION FOR MLARIA ELMNTION IN ASIA PCFC,ACTIVE
1688,TA,8686,REG,2014,INFRMTION & COMUNCTION TECH FOR SCIAL PRTCTION IN ASIA & PCFC REG,ACTIVE
1689,TA,8688,KGZ,2014,STRNGTHNING THE ENABLING ENVIRNMENT FOR PUBLIC PRIVATE PARTNRSHP,ACTIVE
1690,TA,8693,REG,2014,FOOD SCURTY & RSLIENC OF ASEAN MMBER STATES TO FOOD PRICE VLTILTY,ACTIVE
1691,TA,8695,PHI,2014,TEACH FOR THE PHILIPPINES,ACTIVE
1692,TA,8698,VIE,2014,SECOND SECONDARY EDUCATION SECTOR DEVELOPMENT PROGRAM,ACTIVE
1693,TA,8703,REG,2014,SSTA-ENHANCING CAPACITY TO MOBILIZE PRIVATE GRANT COFINANCING,ACTIVE
1694,TA,8707,REG,2014,STRNGTHNG TRADE FCLTTN IN THE GMS THRU PRTNRSHPS W/ PRIVATE SECTR,ACTIVE
1695,TA,8709,REG,2014,STRNGTHNG INSTITUTIONAL KNWLDGE & CAP OF CUSTOMS ADM-TRADE FCLTN,ACTIVE
1696,TA,8712,BHU,2014,INSTITUTIONAL STRENGTHENING FOR SKILLS DEVELOPMENT,ACTIVE
1697,TA,8714,REG,2014,PROMOTING CARBON CAPTURE AND STORAGE IN PRC AND INDONESIA,ACTIVE
1698,TA,8715,PRC,2014,COUNTRY WATER ASSESSMENT,ACTIVE
1699,TA,8718,PHI,2014,STRENGTHENING TREASURY OPERATIONS AND CAPITAL MARKET REFORM,ACTIVE
1700,TA,8726,VIE,2014,IMPLEMENTATIION OF CIVIL SERVICE REFORM IN VIETNAM,ACTIVE
1701,TA,8727,REG,2014,CAREC Power Sector Financing R oadmap Study,ACTIVE
1702,TA,8729,REG,2014,PACIFIC BUSINESS INVESTMENT FACILITY,ACTIVE
1703,TA,8731,BAN,2014,CAPACITY DEV'T OF BANGLADESH RAILWAY FOR PROJECT IMPLEMENTATION,ACTIVE
1704,TA,8732,REG,2014,ENHNCNG CPCTY OF SANITARY & PHYTOSNTRY ARRNGMTS TO FCLTE TRDE-GMS,ACTIVE
1705,TA,8736,REG,2014,SAARC Food Security through Co ntrol of Transboundary Animal Diseases,ACTIVE
1706,TA,8742,MON,2014,TRANSPARENCY AND EFFICIENCY IN PUBLIC FINANCIAL MANAGEMENT,ACTIVE
1707,TA,8746,REG,2014,CNTRL ASIA REGL ECON COOPRTN:WRKNG-PRVTE SEC IN TRDE FCLTN (PH 2),ACTIVE
1708,TA,8748,REG,2014,SPPRT-IMP ACTN PLN FR TRNSPRT & TRDE FCLTN IN THE GMS(SUBPRJCT 2),ACTIVE
1709,TA,8750,TIM,2014,URBAN SERVICES IMPROVEMENT SECTOR PROJECT,ACTIVE
1710,TA,8756,SOL,2014,SOLAR POWER DEVELOPMENT PROJECT,ACTIVE
1711,TA,8757,MON,2014,PREPARATION OF AN INVESTMENT PLAN FOR SCALING UP RENEWABLE ENERGY,ACTIVE
1712,TA,8758,MYA,2014,THIRD GREATER MEKONG SUBREGION CORRIDOR TOWNS DEVELOPMENT PROJECT,ACTIVE
1713,TA,8760,IND,2014,CAPACITY BUILDING OF KERALA ADDITIONAL SKILL ACQUISITION PROGRAM,ACTIVE
1714,TA,8763,REG,2014,Results for Malaria Eliminatio n and Control of Communicable Disease T,ACTIVE
1715,TA,8773,CAM,2014,CAPACITY DEVELOPMENT FOR PUBLIC-PRIVATE PARTNERSHIPS,ACTIVE
1716,TA,8774,REG,2014,EDUCATION AND SKILLS FOR EMPLOYMENT IN CENTRAL AND WEST ASIA,ACTIVE
1717,TA,8785,REG,2014,MEKONG BUSINESS INITIATIVE,ACTIVE
1718,TA,8789,REG,2014,KNOWLEDGE SHARING AND SERVICES FOR CENTRAL ASIA REGIONAL ECONOMIC,ACTIVE
1719,TA,8797,REG,2014,Promoting Gender Equality and Women's Empowerment  Phase 2,ACTIVE
1720,TA,8800,PAK,2014,BALOCHISTAN WATER RESOURCES DEVELOPMENT PROJECT,ACTIVE
1721,TA,8802,MON,2014,STRATEGIC PLANNING FOR PEATLANDS,ACTIVE
1722,TA,8803,BAN,2014,STRENGTHENING MONITORING & ENFORCEMENT OF MEGHNA RIVER WATER SUPP,ACTIVE
1723,TA,8808,AFG,2014,Renewable Energy Development,ACTIVE
1724,TA,8812,REG,2014,ENHANCED USE OF DISASTER RISK INFO FOR DECISION MAKING IN SEA,ACTIVE
1725,TA,8813,REG,2014,INFORMATION & COMMUNICATION TECH FOR DEVT INITIATIVE FAC IN A&P,ACTIVE
1726,TA,8824,REG,2014,ENHANCNG ROLES OF SUPREME AUDIT INSTITUTNS IN SLCTD ASEAN CNTRIES,ACTIVE
1727,TA,8830,REG,2014,HRMNZNG THE GMS SUBREGN POWER SYS TO FACILITATE REG'L POWER TRADE,ACTIVE
1728,TA,8836,REG,2014,BUILDING CAPACITY FOR ENHANCED CONNECTIVITY IN SOUTHEAST ASIA,ACTIVE
1729,TA,8841,MON,2014,DARKHAN URBAN UTILITY INSTITUTIONAL IMPROVEMENT ACTION PLAN,ACTIVE
1730,TA,8848,LAO,2014,"STRENGTHENING ACCESS TO FINANCE FOR MICRO,SMALL,&MEDIUM-SIZED ENT",ACTIVE
1731,TA,8850,MON,2014,ENSURNG INCLSVENESS & SERVICE DELIVERY FOR PERSON W/ DISABILITIES,ACTIVE
1732,TA,8867,REG,2014,STRENGTHENING DISASTER RESILIENCE OF SMALL & MEDIUM ENTERPRISES,ACTIVE
1733,TA,8868,REG,2014,STRENGTHENING DISASTER RESILIENCE IN SELECTED URBAN AREAS OF SEA,ACTIVE
1734,TA,8877,INO,2015,TAX REVENUE ADMNSTRTN MDRNZTN & POLICY IMPROVEMENT IN LOCAL GOV'T,ACTIVE
1735,TA,8884,REG,2015,APPLYING SPACE-BASED TECH & ICT TO STRENGHTEN DISASTER RESILIENCE,ACTIVE
1736,TA,8898,REG,2015,STRNGTHNG RESILIENCE TO CLIMTE CHNGE IN THE HEALTH SECTOR IN GMS,ACTIVE
1737,TA,8925,REG,2015,CAPACITY DEVT FOR EXPANSION OF TRADE FINANCE PROG TO PACIFIC AND,ACTIVE
1738,TA,8940,PRC,2015,MUNICIPALITY-LEVEL PUB-PRVTE PRTNRSHP OPERATIONL FRMWRK-CHONGQING,ACTIVE
1739,TA,8946,REG,2015,ENERGY ACCESS FOR URBAN POOR (SUBPROJECT B),ACTIVE
1740,GRNT,9000,INO,2000,ASSISTING GIRL STREET CHILDREN AT RISK OF SEXUAL A,FINANCIALLY CLOSED
1741,GRNT,9001,PHI,2000,SUPPORTING THE LIVELIHOOD FOR THE POOR INTHE SOUTH,FINANCIALLY CLOSED
1742,GRNT,9002,PNG,2000,"LOW-COST SANITATION, COMMUNITY AWARENESS AND HEALT",FINANCIALLY CLOSED
1743,GRNT,9003,PHI,2000,ON-SITE INTGRTD URBAN UPGRDNG FOR VULNRBLE SLUM CO,FINANCIALLY CLOSED
1744,GRNT,9004,PHI,2000,OFFSITE N OFFCITY RELOCATION OF VLNRBLE SLUM COMM,FINANCIALLY CLOSED
1745,GRNT,9005,REG,2001,IMPROVING NUTRITION FOR POOR MOTHERS AND CHILDREN,FINANCIALLY CLOSED
1746,GRNT,9006,REG,2001,COMMUNITY ACTION FOR PREVENTING HIV/AIDS (JFPR),FINANCIALLY CLOSED
1747,GRNT,9007,NEP,2001,SUPPORTING POOR AND DISADVANTAGED FARMERS THRU CIV,FINANCIALLY CLOSED
1748,GRNT,9008,TAJ,2001,TAJIKISTAN RURAL POVERTY REDUCTION (JFPR),FINANCIALLY CLOSED
1749,GRNT,9009,BAN,2001,LIVELIHOOD IMPROVEMENT FOR THE POOR THRU WATER MAN,FINANCIALLY CLOSED
1750,GRNT,9010,UZB,2001,SUPPORTING INNOVATIVE POVERTY REDN IN KARAKALPAKST,FINANCIALLY CLOSED
1751,GRNT,9011,PRC,2001,INNOVATIONS FOR PRTCPTRY FLOOD CTL BY THE POOR ALO,FINANCIALLY CLOSED
1752,GRNT,9012,LAO,2001,SUPPORTING THE COMMUNITY-MANAGED LIVELIHOOD IMPROV,FINANCIALLY CLOSED
1753,GRNT,9013,AZE,2002,INTEGRATION OF INTERNALLY DISPLACED PERSONS IN MIN,FINANCIALLY CLOSED
1754,GRNT,9014,MON,2002,EXPANDING EMPLOYMENT OPPORTUNITIES FOR POOR DISABL,FINANCIALLY CLOSED
1755,GRNT,9015,MON,2002,IMPROVING THE LIVING ENVRNMNT OF THE POOR IN GER A,FINANCIALLY CLOSED
1756,GRNT,9016,INO,2002,SUPPORTING THE COMMUNITY-BASED BASIC EDUCATION FOR,FINANCIALLY CLOSED
1757,GRNT,9017,CAM,2002,COMMUNITY BASED LIVELIHOOD ENHANCEMENT FOR THE RUR,FINANCIALLY CLOSED
1758,GRNT,9018,PHI,2002,SOCIAL PROTECTION FOR POOR WOMEN VENDORS IN MINDAN,FINANCIALLY CLOSED
1759,GRNT,9019,AFG,2002,COMMUNITY-BASED GENDER-SENSITIVE BASIC EDUCATION F,FINANCIALLY CLOSED
1760,GRNT,9020,VIE,2002,ELECTRONIC HEALTH INSURANCE MEMBERSHIP CARD PROJEC,FINANCIALLY CLOSED
1761,GRNT,9021,IND,2002,RAINWATER HARVESTING AND SLUM DEVELOPMENT IN RAJAS,FINANCIALLY CLOSED
1762,GRNT,9022,PHI,2002,STRATEGIC PRIV SCTOR PRTNRSHIPS FOR URBAN POVERTY,FINANCIALLY CLOSED
1763,GRNT,9023,CAM,2002,INCOME FOR D POOR THRU COMM-BASED ENVRNMNTL IMPROV,FINANCIALLY CLOSED
1764,GRNT,9024,AFG,2002,RD EMPLYMNT PRJ FOR STTLMNT & INTGRTN OF RETURNING,FINANCIALLY CLOSED
1765,GRNT,9025,SRI,2002,INFRASTRUCTURE MAINTENANCE TO REDUCE RURAL POVERTY,FINANCIALLY CLOSED
1766,GRNT,9026,IND,2002,SSTNNG INC & BSC HUMAN NEEDS OF POOR IN DISASTER P,FINANCIALLY CLOSED
1767,GRNT,9027,CAM,2002,IMPROVING THE LIVELIHOOD OF POOR FARMERS IN SOUTHE,FINANCIALLY CLOSED
1768,GRNT,9028,CAM,2002,TARGETD ASSSTCE FOR EDUC OF POOR GIRLS/CHILDREN IN,FINANCIALLY CLOSED
1769,GRNT,9029,REG,2002,DEVT OF BUS PLAN FOR CNTER FOR LEARNNG INFO COMM &,FINANCIALLY CLOSED
1770,GRNT,9030,AFG,2002,PRIMARY HEALTH CARE PARTNERSHIP FOR THE POOR (JFPR,FINANCIALLY CLOSED
1771,GRNT,9031,PAK,2003,MOBILIZING THE POOR FOR BETTER ACCESS TO HEALTH,FINANCIALLY CLOSED
1772,GRNT,9032,NEP,2003,OPTIMIZING PRODUCTIVITY OF POOR WATER USER ASSOCIA,FINANCIALLY CLOSED
1773,GRNT,9033,VIE,2003,PROMOTING SILK INCOME FOR THE RURAL POOR IN CENTRA,FINANCIALLY CLOSED
1774,GRNT,9034,LAO,2003,REDUCING PVRTY AMONG ETHNIC MINORITY WOMEN IN THE,FINANCIALLY CLOSED
1775,GRNT,9035,LAO,2003,SOLID WASTE MANAGEMENT AND INCOME GENERATION FOR V,FINANCIALLY CLOSED
1776,GRNT,9036,REG,2003,IMPROVING POOR FARMERS' LIVELIHOOD THRU POSTHARVES,FINANCIALLY CLOSED
1777,GRNT,9037,AFG,2003,EMERGENCY ROAD REHABILITATION PROJECT,FINANCIALLY CLOSED
1778,GRNT,9038,AFG,2003,INTEGRATED COMMUNITY DEVELOPMENT IN NORTHERN AFGHA,FINANCIALLY CLOSED
1779,GRNT,9039,AFG,2003,THE RURAL RECOVERY THRU COMMUNITY BASED IRRIGATION,FINANCIALLY CLOSED
1780,GRNT,9040,TAJ,2004,SCHOOL IMPROVEMENT PROJECT (JFPR),FINANCIALLY CLOSED
1781,GRNT,9041,REG,2004,ASIAN BONDS ONLINE WEB SITE (JFICT),FINANCIALLY CLOSED
1782,GRNT,9042,PHI,2004,RENEWABL ENERGY&LIVELHD DEVT PROJ FORTHE POOR IN N,FINANCIALLY CLOSED
1783,GRNT,9043,TAJ,2004,COMMUNITY PARTCPTN & PUBLIC INFORMATION CAMPAIGN F,FINANCIALLY CLOSED
1784,GRNT,9044,MON,2004,INFORMATION N COMMUNICATION TECHNOLOGY FOR INNOVAT,FINANCIALLY CLOSED
1785,GRNT,9045,SRI,2004,POWER FUND FOR THE POOR (JFPR,FINANCIALLY CLOSED
1786,GRNT,9046,VIE,2004,POVERTY REDUCTION IN RED RIVER BASIN IRRIGATION SY,FINANCIALLY CLOSED
1787,GRNT,9047,REG,2004,IMPROVING POOR FARMERS' LIVELIHOODS THROUGH RICE I,FINANCIALLY CLOSED
1788,GRNT,9048,CAM,2004,MAINSTREAMING LABORBASED ROAD MAINTENANCE TO THE N,FINANCIALLY CLOSED
1789,GRNT,9049,INO,2004,SUSTAINABLE LIVELIHOOD DEVT FOR POOR COASTAL & SMA,FINANCIALLY CLOSED
1790,GRNT,9050,LAO,2004,"BANKING AUTOMATION TO SUPPORT OUTREACH, EFFICIENCY",FINANCIALLY CLOSED
1791,GRNT,9051,REG,2004,DEVELOPING A DATABASE ON CROSS BORDER TRADE & INVE,FINANCIALLY CLOSED
1792,GRNT,9052,REG,2004,SUSTAINABLE FOOD FORTIFICATION (JFPR) FINANCED,FINANCIALLY CLOSED
1793,GRNT,9053,MON,2004,INFORMATION & COMMUNICATION TECH FOR IMPROVING RUR,FINANCIALLY CLOSED
1794,GRNT,9054,UZB,2004,AFFORDABLE SERVICES & WATER CONSERVATION FOR THE U,FINANCIALLY CLOSED
1795,GRNT,9055,KGZ,2004,REDUCING VULNERABILITY OF THE POOR TO NATURAL DISA,FINANCIALLY CLOSED
1796,GRNT,9056,KGZ,2004,REDUCING NEONATAL MORTALITY,FINANCIALLY CLOSED
1797,GRNT,9057,CAM,2004,HEALTH CARE FINANCING FOR THE POOR,FINANCIALLY CLOSED
1798,GRNT,9058,VIE,2004,EXPANDING BENEFITS FOR THE POOR THRU URBAN ENVIRON,FINANCIALLY CLOSED
1799,GRNT,9059,KGZ,2004,RURAL LIVELIHOOD DEVELOPMENT (JFPR),FINANCIALLY CLOSED
1800,GRNT,9060,AFG,2004,BALKH RIVER BASIN INTEGRATED WATER RESOURCES MANAG,FINANCIALLY CLOSED
1801,GRNT,9061,CAM,2005,IMPROVING PRIMARY SCHOOL ACCESS IN DISADVANTAGED C,FINANCIALLY CLOSED
1802,GRNT,9062,LAO,2005,SUSTNBLE AGROFORESTRY SYSTEMS FOR LIVELIHOOD ENHAN,FINANCIALLY CLOSED
1803,GRNT,9063,MON,2005,MATERNAL MORTALITY REDUCTION (JFPR),FINANCIALLY CLOSED
1804,GRNT,9064,CAM,2005,IMPROVNG ACCESS OF POOR FLOATNG COMMUNTY ON TONLE,FINANCIALLY CLOSED
1805,GRNT,9065,INO,2005,ENRICHING LIVES OF THE URBAN POOR THROUGH FOOD FOR,FINANCIALLY CLOSED
1806,GRNT,9066,MLD,2005,RESTORATION OF LIVELIHOODS OF THE TSUNAMI-AFFECTED,FINANCIALLY CLOSED
